UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement
3911,No,2020-11-01 00:00:00,2020-08-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,DC,No
3912,No,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,Boston,No
3913,No,2020-04-01 00:00:00,2020-07-15 00:00:00,D,Avande,Java,Chicago,Yes
3914,No,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Application Security F/P Analysis,Oracle,Boston,Yes
3915,No,2020-04-01 00:00:00,2020-03-15 00:00:00,G,Application Security F/P Analysis,Java,Chicago,No
3916,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,Yes
3917,No,2020-11-01 00:00:00,2020-07-15 00:00:00,H,Application Security F/P Analysis,Python,Boston,Yes
3918,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Zaim,Cloud,NYC,No
3919,No,2020-12-01 00:00:00,2020-02-15 00:00:00,D,Journey2Cloud,Java,NYC,No
3920,No,2020-11-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Python,DC,Yes
3921,No,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,Oracle,Boston,No
3922,No,2020-01-01 00:00:00,2020-07-15 00:00:00,B,Cyber Integration,Cloud,Chicago,Yes
3923,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,DC,No
3924,No,2020-01-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,ML,DC,Yes
3925,No,2020-10-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,ML,Boston,Yes
3926,Yes,2020-07-01 00:00:00,2020-01-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,NYC,Yes
3927,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,H,iDefense- Zaim,Python,NYC,Yes
3928,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,NYC,Yes
3929,No,2020-11-01 00:00:00,2020-02-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,Chicago,No
3930,No,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),ML,NYC,No
3931,No,2020-12-01 00:00:00,2020-11-15 00:00:00,B,Avande,Python,NYC,Yes
3932,No,2020-12-01 00:00:00,2020-04-15 00:00:00,B,Chevron Cloud Security,Oracle,DC,No
3933,No,2020-01-01 00:00:00,2020-04-15 00:00:00,E,Cloud Security Enablement Phase 1,ML,Boston,Yes
3934,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),ML,Chicago,No
3935,No,2020-02-01 00:00:00,2020-07-15 00:00:00,E,AT&T Application Scanning,Java,Boston,Yes
3936,Yes,2020-11-01 00:00:00,2020-02-15 00:00:00,H,iDefense- Odin,Python,NYC,No
3937,No,2020-05-01 00:00:00,2020-06-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes
3938,No,2020-01-01 00:00:00,2020-09-15 00:00:00,H,Chevron Cloud Security,Python,DC,Yes
3939,No,2020-05-01 00:00:00,2020-08-15 00:00:00,E,Cloud Security Enablement Phase 1,Python,Boston,Yes
3940,No,2020-01-01 00:00:00,2020-09-15 00:00:00,B,iDefense- Zaim,Oracle,Denver,No
3941,No,2020-12-01 00:00:00,2020-04-15 00:00:00,B,Chevron Cloud Security,Java,NYC,No
3942,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,H,Chevron Cloud Security,ML,Boston,Yes
3943,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,Chicago,Yes
3944,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,Yes
3945,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,E,Chevron Cloud Security,Oracle,NYC,Yes
3946,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,A,Cyber Integration,Cloud,NYC,Yes
3947,Yes,2020-06-01 00:00:00,2020-03-15 00:00:00,A,iDefense- Odin,ML,Denver,Yes
3948,No,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,Denver,No
3949,Yes,2020-08-01 00:00:00,2020-01-15 00:00:00,B,Chevron Cloud Security,Oracle,NYC,Yes
3950,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,NYC,No
3951,Yes,2020-10-01 00:00:00,2020-04-15 00:00:00,E,Cyber Integration,Cloud,NYC,No
3952,Yes,2020-11-01 00:00:00,2020-01-15 00:00:00,C,iDefense- Zaim,ML,Denver,Yes
3953,Yes,2020-02-01 00:00:00,2020-08-15 00:00:00,B,AT&T Application Scanning,Java,Boston,No
3954,Yes,2020-12-01 00:00:00,2020-01-15 00:00:00,D,Application Security F/P Analysis,Java,Denver,No
3955,Yes,2020-11-01 00:00:00,2020-01-15 00:00:00,F,Chevron Cloud Security,Cloud,Boston,No
3956,Yes,2020-01-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,ML,Boston,No
3957,No,2020-07-01 00:00:00,2020-05-15 00:00:00,A,iDefense- Odin,Java,Boston,Yes
3958,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,H,Cyber Integration,Java,Chicago,Yes
3959,No,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Cyber Integration,ML,Denver,Yes
3960,No,2020-11-01 00:00:00,2020-01-15 00:00:00,G,iDefense- Odin,Cloud,Chicago,No
3961,Yes,2020-11-01 00:00:00,2020-04-15 00:00:00,E,Avande,Python,DC,Yes
3962,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,G,Avande,Python,Chicago,No
3963,Yes,2020-11-01 00:00:00,2020-07-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,NYC,Yes
3964,No,2020-07-01 00:00:00,2020-03-15 00:00:00,D,iDefense- Odin,ML,DC,Yes
3965,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Zaim,Java,Chicago,No
3966,No,2020-09-01 00:00:00,2020-09-15 00:00:00,G,AT&T Application Scanning,Cloud,DC,No
3967,No,2020-03-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Odin,ML,Boston,Yes
3968,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,F,AT&T Application Scanning,Oracle,Boston,No
3969,No,2020-05-01 00:00:00,2020-08-15 00:00:00,D,iDefense- Odin,Cloud,Chicago,No
3970,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,A,AT&T Application Scanning,ML,Denver,No
3971,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Avande,ML,DC,Yes
3972,No,2020-01-01 00:00:00,2020-09-15 00:00:00,A,AT&T Application Scanning,Cloud,Denver,Yes
3973,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,C,Avande,ML,NYC,Yes
3974,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,D,iDefense- Zaim,Java,Denver,Yes
3975,No,2020-05-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Zaim,ML,DC,Yes
3976,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,C,AT&T Application Scanning,ML,NYC,No
3977,No,2020-09-01 00:00:00,2020-06-15 00:00:00,H,Journey2Cloud,ML,NYC,No
3978,No,2020-09-01 00:00:00,2020-06-15 00:00:00,E,Application Security F/P Analysis,Python,Denver,No
3979,No,2020-05-01 00:00:00,2020-10-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Chicago,Yes
3980,No,2020-11-01 00:00:00,2020-04-15 00:00:00,F,iDefense- Odin,Cloud,NYC,No
3981,No,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Chevron Cloud Security,Python,NYC,No
3982,No,2020-04-01 00:00:00,2020-12-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes
3983,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,C,Chevron Cloud Security,Python,NYC,Yes
3984,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,Python,Chicago,No
3985,No,2020-12-01 00:00:00,2020-11-15 00:00:00,G,Avande,ML,DC,No
3986,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,C,Avande,Java,Boston,No
3987,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,E,Chevron Cloud Security,Cloud,Chicago,No
3988,Yes,2020-09-01 00:00:00,2020-01-15 00:00:00,H,Application Security F/P Analysis,Cloud,DC,No
3989,Yes,2020-12-01 00:00:00,2020-02-15 00:00:00,E,Journey2Cloud,ML,Boston,No
3990,No,2020-10-01 00:00:00,2020-04-15 00:00:00,G,Avande,ML,Denver,No
3991,Yes,2020-08-01 00:00:00,2020-04-15 00:00:00,H,Cloud Security Enablement Phase 1,ML,Denver,No
3992,No,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Cyber Integration,Oracle,NYC,No
3993,No,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Cloud Security Enablement Phase 1,Cloud,DC,Yes
3994,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,Python,NYC,No
3995,No,2020-05-01 00:00:00,2020-05-15 00:00:00,D,Avande,ML,NYC,Yes
3996,Yes,2020-12-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,Java,NYC,Yes
3997,Yes,2020-10-01 00:00:00,2020-04-15 00:00:00,A,Cyber Integration,Java,DC,Yes
3998,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,Chicago,No
3999,No,2020-05-01 00:00:00,2020-03-15 00:00:00,H,Cyber Integration,ML,NYC,Yes
4000,No,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Avande,Java,DC,Yes
4001,No,2020-11-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Zaim,Cloud,Chicago,Yes
4002,No,2020-04-01 00:00:00,2020-12-15 00:00:00,G,Application Security F/P Analysis,Oracle,NYC,Yes
4003,No,2020-05-01 00:00:00,2020-06-15 00:00:00,D,Cloud Security Enablement Phase 1,Java,DC,Yes
4004,Yes,2020-12-01 00:00:00,2020-06-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,Chicago,No
4005,No,2020-04-01 00:00:00,2020-09-15 00:00:00,D,iDefense- Zaim,Java,Boston,Yes
4006,Yes,2020-04-01 00:00:00,2020-05-15 00:00:00,F,Chevron Cloud Security,Oracle,Boston,No
4007,No,2020-05-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Oracle,Chicago,No
4008,No,2020-06-01 00:00:00,2020-01-15 00:00:00,H,Journey2Cloud,Cloud,Chicago,No
4009,No,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,Denver,No
4010,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,B,Cloud Security Enablement Phase 1,Cloud,NYC,Yes
4011,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,B,iDefense- Odin,Oracle,NYC,Yes
4012,Yes,2020-09-01 00:00:00,2020-04-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,Boston,No
4013,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Chevron Cloud Security,Cloud,Boston,No
4014,No,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Chevron Cloud Security,ML,NYC,Yes
4015,No,2020-01-01 00:00:00,2020-08-15 00:00:00,A,iDefense- Odin,ML,Chicago,No
4016,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,B,iDefense- Zaim,Python,Chicago,No
4017,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Avande,ML,DC,No
4018,No,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes
4019,No,2020-01-01 00:00:00,2020-12-15 00:00:00,E,Journey2Cloud,Cloud,Boston,Yes
4020,No,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Avande,Cloud,DC,Yes
4021,Yes,2020-06-01 00:00:00,2020-04-15 00:00:00,C,Application Security F/P Analysis,ML,Boston,Yes
4022,No,2020-07-01 00:00:00,2020-08-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,DC,No
4023,No,2020-01-01 00:00:00,2020-03-15 00:00:00,H,iDefense- Zaim,Cloud,Chicago,Yes
4024,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Cloud,Boston,Yes
4025,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,E,iDefense- Odin,Cloud,Boston,Yes
4026,No,2020-11-01 00:00:00,2020-09-15 00:00:00,H,Avande,Java,Denver,No
4027,Yes,2020-12-01 00:00:00,2020-02-15 00:00:00,E,Cyber Integration,Java,Denver,No
4028,No,2020-06-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Oracle,DC,Yes
4029,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Cloud,NYC,Yes
4030,No,2020-06-01 00:00:00,2020-05-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes
4031,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,A,Cloud Security Enablement Phase 1,Oracle,Chicago,Yes
4032,Yes,2020-08-01 00:00:00,2020-07-15 00:00:00,G,Avande,Cloud,Denver,Yes
4033,Yes,2020-10-01 00:00:00,2020-04-15 00:00:00,B,iDefense- Zaim,Cloud,Denver,No
4034,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,B,iDefense- Odin,Java,DC,Yes
4035,Yes,2020-03-01 00:00:00,2020-02-15 00:00:00,G,Cyber Integration,ML,Boston,Yes
4036,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Zaim,Oracle,Chicago,No
4037,Yes,2020-08-01 00:00:00,2020-02-15 00:00:00,E,Application Security F/P Analysis,Python,DC,Yes
4038,Yes,2020-10-01 00:00:00,2020-04-15 00:00:00,E,Cloud Security Enablement Phase 1,ML,DC,Yes
4039,Yes,2020-01-01 00:00:00,2020-05-15 00:00:00,C,Cyber Integration,ML,Chicago,Yes
4040,No,2020-08-01 00:00:00,2020-08-15 00:00:00,B,Application Security F/P Analysis,Oracle,Chicago,Yes
4041,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Application Security F/P Analysis,ML,NYC,No
4042,No,2020-01-01 00:00:00,2020-07-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Java,DC,Yes
4043,Yes,2020-01-01 00:00:00,2020-09-15 00:00:00,F,Application Security F/P Analysis,ML,Boston,No
4044,Yes,2020-09-01 00:00:00,2020-01-15 00:00:00,C,Cyber Integration,Cloud,Chicago,No
4045,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,F,Journey2Cloud,ML,NYC,Yes
4046,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,C,AT&T Application Scanning,Cloud,NYC,No
4047,No,2020-05-01 00:00:00,2020-10-15 00:00:00,A,Application Security F/P Analysis,Oracle,Boston,Yes
4048,Yes,2020-10-01 00:00:00,2020-01-15 00:00:00,A,iDefense- Zaim,Python,Boston,Yes
4049,Yes,2020-03-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Zaim,Cloud,DC,No
4050,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Journey2Cloud,ML,Denver,No
4051,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,G,Journey2Cloud,Oracle,Boston,Yes
4052,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,A,Avande,Python,DC,Yes
4053,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,Boston,No
4054,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Cloud Security Enablement Phase 1,Cloud,NYC,No
4055,Yes,2020-11-01 00:00:00,2020-02-15 00:00:00,C,Avande,Python,NYC,Yes
4056,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,H,Journey2Cloud,Python,Chicago,Yes
4057,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Application Security F/P Analysis,Java,Chicago,Yes
4058,No,2020-07-01 00:00:00,2020-10-15 00:00:00,C,Avande,Oracle,NYC,Yes
4059,No,2020-07-01 00:00:00,2020-07-15 00:00:00,C,Chevron Cloud Security,Java,Denver,Yes
4060,No,2020-01-01 00:00:00,2020-03-15 00:00:00,H,Journey2Cloud,ML,DC,No
4061,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Cloud Security Enablement Phase 1,ML,DC,Yes
4062,Yes,2020-12-01 00:00:00,2020-08-15 00:00:00,C,AT&T Application Scanning,Oracle,Boston,No
4063,No,2020-09-01 00:00:00,2020-09-15 00:00:00,D,Journey2Cloud,Oracle,NYC,No
4064,No,2020-02-01 00:00:00,2020-08-15 00:00:00,H,Cyber Integration,Cloud,DC,Yes
4065,No,2020-02-01 00:00:00,2020-06-15 00:00:00,G,Avande,Oracle,Chicago,Yes
4066,No,2020-10-01 00:00:00,2020-05-15 00:00:00,B,Chevron Cloud Security,Cloud,NYC,No
4067,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,H,Avande,Oracle,DC,No
4068,No,2020-11-01 00:00:00,2020-04-15 00:00:00,B,Cyber Integration,Python,Chicago,Yes
4069,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,G,AT&T Application Scanning,Python,Chicago,No
4070,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,B,Application Security F/P Analysis,Java,DC,No
4071,No,2020-07-01 00:00:00,2020-04-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes
4072,Yes,2020-12-01 00:00:00,2020-04-15 00:00:00,D,Journey2Cloud,Java,DC,Yes
4073,No,2020-02-01 00:00:00,2020-10-15 00:00:00,G,Journey2Cloud,Oracle,NYC,No
4074,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes
4075,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Application Security F/P Analysis,Python,DC,No
4076,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,A,Cyber Integration,Java,Chicago,Yes
4077,No,2020-04-01 00:00:00,2020-05-15 00:00:00,B,Cyber Integration,Java,Chicago,No
4078,No,2020-07-01 00:00:00,2020-04-15 00:00:00,H,AT&T Application Scanning,Cloud,DC,Yes
4079,Yes,2020-10-01 00:00:00,2020-03-15 00:00:00,G,Journey2Cloud,Cloud,Denver,No
4080,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Chevron Cloud Security,Python,DC,Yes
4081,Yes,2020-12-01 00:00:00,2020-02-15 00:00:00,D,AT&T Application Scanning,Oracle,NYC,Yes
4082,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,B,AT&T Application Scanning,Oracle,NYC,No
4083,Yes,2020-02-01 00:00:00,2020-08-15 00:00:00,B,AT&T Application Scanning,ML,Denver,No
4084,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,G,Journey2Cloud,Python,Denver,Yes
4085,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,C,Journey2Cloud,ML,Chicago,Yes
4086,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,ML,Boston,Yes
4087,Yes,2020-11-01 00:00:00,2020-06-15 00:00:00,C,Journey2Cloud,Oracle,Boston,Yes
4088,No,2020-07-01 00:00:00,2020-10-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,Denver,Yes
4089,No,2020-03-01 00:00:00,2020-01-15 00:00:00,G,Journey2Cloud,ML,NYC,Yes
4090,Yes,2020-01-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,Oracle,Chicago,Yes
4091,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Odin,Cloud,Chicago,No
4092,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Chevron Cloud Security,Oracle,DC,Yes
4093,Yes,2020-02-01 00:00:00,2020-01-15 00:00:00,G,AT&T Application Scanning,Cloud,Chicago,Yes
4094,No,2020-04-01 00:00:00,2020-02-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,NYC,Yes
4095,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,H,Cyber Integration,Python,Boston,No
4096,No,2020-08-01 00:00:00,2020-04-15 00:00:00,H,Chevron Cloud Security,Python,NYC,Yes
4097,No,2020-06-01 00:00:00,2020-01-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,Chicago,Yes
4098,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,C,Avande,Cloud,Chicago,Yes
4099,Yes,2020-04-01 00:00:00,2020-01-15 00:00:00,G,AT&T Application Scanning,Oracle,DC,No
4100,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,B,AT&T Application Scanning,ML,NYC,No
4101,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,H,Avande,ML,Denver,Yes
4102,No,2020-03-01 00:00:00,2020-06-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,NYC,No
4103,Yes,2020-10-01 00:00:00,2020-08-15 00:00:00,G,Chevron Cloud Security,Java,DC,No
4104,No,2020-07-01 00:00:00,2020-12-15 00:00:00,H,Journey2Cloud,ML,Chicago,Yes
4105,Yes,2020-11-01 00:00:00,2020-05-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,Boston,Yes
4106,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Chevron Cloud Security,Java,Denver,No
4107,No,2020-04-01 00:00:00,2020-06-15 00:00:00,B,iDefense- Zaim,Oracle,NYC,No
4108,No,2020-08-01 00:00:00,2020-08-15 00:00:00,B,iDefense- Odin,Java,Chicago,Yes
4109,Yes,2020-12-01 00:00:00,2020-10-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,Denver,Yes
4110,No,2020-09-01 00:00:00,2020-08-15 00:00:00,F,Chevron Cloud Security,Cloud,NYC,No
4111,Yes,2020-09-01 00:00:00,2020-04-15 00:00:00,D,Avande,ML,Denver,Yes
4112,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Zaim,Python,Denver,No
4113,No,2020-10-01 00:00:00,2020-02-15 00:00:00,G,AT&T Application Scanning,ML,NYC,No
4114,No,2020-11-01 00:00:00,2020-02-15 00:00:00,E,Journey2Cloud,Oracle,Chicago,Yes
4115,No,2020-11-01 00:00:00,2020-06-15 00:00:00,G,iDefense- Zaim,ML,DC,Yes
4116,No,2020-06-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Zaim,ML,DC,Yes
4117,No,2020-03-01 00:00:00,2020-02-15 00:00:00,C,Cloud Security Enablement Phase 1,Cloud,Denver,No
4118,No,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Chevron Cloud Security,Java,Boston,Yes
4119,No,2020-06-01 00:00:00,2020-01-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,Denver,Yes
4120,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,Oracle,NYC,No
4121,No,2020-05-01 00:00:00,2020-02-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,DC,Yes
4122,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,E,Chevron Cloud Security,Java,Chicago,No
4123,No,2020-12-01 00:00:00,2020-05-15 00:00:00,C,Cyber Integration,ML,Denver,Yes
4124,No,2020-05-01 00:00:00,2020-05-15 00:00:00,C,Journey2Cloud,Java,NYC,No
4125,Yes,2020-01-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Zaim,Oracle,DC,Yes
4126,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,E,Application Security F/P Analysis,Python,Chicago,Yes
4127,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Chevron Cloud Security,ML,Boston,Yes
4128,No,2020-06-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,Oracle,Chicago,No
4129,No,2020-10-01 00:00:00,2020-08-15 00:00:00,C,Avande,Oracle,Denver,No
4130,Yes,2020-10-01 00:00:00,2020-03-15 00:00:00,E,AT&T Application Scanning,ML,Boston,Yes
4131,No,2020-12-01 00:00:00,2020-01-15 00:00:00,H,Chevron Cloud Security,Oracle,Chicago,Yes
4132,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,NYC,Yes
4133,No,2020-05-01 00:00:00,2020-02-15 00:00:00,A,Journey2Cloud,Python,Boston,Yes
4134,No,2020-05-01 00:00:00,2020-05-15 00:00:00,E,AT&T Application Scanning,Java,Boston,Yes
4135,No,2020-01-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Odin,Python,Chicago,No
4136,No,2020-03-01 00:00:00,2020-02-15 00:00:00,A,Cyber Integration,Cloud,Boston,No
4137,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,E,AT&T Application Scanning,Python,NYC,Yes
4138,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,F,Journey2Cloud,Java,DC,Yes
4139,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,G,iDefense- Zaim,Java,NYC,No
4140,No,2020-07-01 00:00:00,2020-01-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,DC,Yes
4141,Yes,2020-01-01 00:00:00,2020-01-15 00:00:00,D,iDefense- Zaim,Java,DC,Yes
4142,Yes,2020-11-01 00:00:00,2020-02-15 00:00:00,A,iDefense- Odin,ML,NYC,No
4143,No,2020-04-01 00:00:00,2020-02-15 00:00:00,E,Journey2Cloud,Python,Boston,No
4144,No,2020-11-01 00:00:00,2020-02-15 00:00:00,A,Avande,ML,DC,Yes
4145,No,2020-01-01 00:00:00,2020-04-15 00:00:00,C,Application Security F/P Analysis,Cloud,Chicago,Yes
4146,No,2020-02-01 00:00:00,2020-05-15 00:00:00,E,Application Security F/P Analysis,Oracle,Boston,Yes
4147,Yes,2020-12-01 00:00:00,2020-01-15 00:00:00,A,AT&T Application Scanning,Cloud,NYC,No
4148,No,2020-08-01 00:00:00,2020-02-15 00:00:00,D,Chevron Cloud Security,Python,Boston,Yes
4149,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,NYC,Yes
4150,No,2020-04-01 00:00:00,2020-10-15 00:00:00,H,Avande,Java,Denver,No
4151,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,F,Cloud Security Enablement Phase 1,ML,Denver,No
4152,No,2020-11-01 00:00:00,2020-02-15 00:00:00,E,AT&T Application Scanning,ML,Boston,Yes
4153,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,B,AT&T Application Scanning,ML,Chicago,Yes
4154,Yes,2020-12-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,Cloud,NYC,No
4155,No,2020-05-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Zaim,Python,Boston,No
4156,No,2020-11-01 00:00:00,2020-02-15 00:00:00,B,Avande,Python,Boston,No
4157,No,2020-07-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,Oracle,Denver,Yes
4158,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,E,AT&T Application Scanning,Java,Chicago,No
4159,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,Cloud,Denver,Yes
4160,No,2020-07-01 00:00:00,2020-09-15 00:00:00,B,Chevron Cloud Security,Oracle,DC,No
