UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
3884,2020-01-01 00:00:00,2020-03-15 00:00:00,B,Account Leadership Project,Leadership/,NYC,Yes,3-4
3885,2020-05-01 00:00:00,2020-10-15 00:00:00,G,IT Operations Project,Excel/PowerPoint/PowerPoint/,Boston,No,10-11
3886,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Legal Project,Bar/PowerPoint/PowerPoint/,Chicago,No,9-10
3887,2020-01-01 00:00:00,2020-11-15 00:00:00,G,Account Leadership Project,ML/,Denver,No,4-5
3888,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,PowerPoint/Oral communication/,DC,No,4-5
3889,2020-02-01 00:00:00,2020-10-15 00:00:00,B,Legal Project,Excel/PowerPoint/,Denver,No,2-3
3890,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,Python/Python/PowerPoint/,Chicago,Yes,5-6
3891,2020-04-01 00:00:00,2020-09-15 00:00:00,B,Finance Project,QuickBooks/,DC,No,4-5
3892,2020-01-01 00:00:00,2020-09-15 00:00:00,H,IT Operations Project,Python/PowerPoint/,DC,No,7-8
3893,2020-04-01 00:00:00,2020-09-15 00:00:00,E,Finance Project,SAP/,DC,No,3-4
3894,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,QuickBooks/,DC,No,6-7
3895,2020-04-01 00:00:00,2020-07-15 00:00:00,G,Engineering Project,Python/MATLAB/,Boston,No,3-4
3896,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Account Leadership Project,ML/PowerPoint/Excel/,Denver,No,8-9
3897,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Oral communication/,Boston,No,9-10
3898,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Oracle/,NYC,Yes,4-5
3899,2020-05-01 00:00:00,2020-07-15 00:00:00,C,Design Project,PowerPoint/Adobe/,NYC,Yes,10-11
3900,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Engineering Project,Python/,Chicago,No,9-10
3901,2020-03-01 00:00:00,2020-06-15 00:00:00,H,Account Leadership Project,Cloud/,Chicago,Yes,1-2
3902,2020-02-01 00:00:00,2020-06-15 00:00:00,A,Security Project,Python/Excel/Java/,DC,Yes,4-5
3903,2020-04-01 00:00:00,2020-04-15 00:00:00,C,Legal Project,Oral communication/Bar/PowerPoint/,Denver,Yes,7-8
3904,2020-12-01 00:00:00,2020-12-15 00:00:00,H,IT Operations Project,Python/Python/Python/,DC,No,8-9
3905,2020-07-01 00:00:00,2020-08-15 00:00:00,C,Design Project,React.js/PhotoShop/Excel/,NYC,No,9-10
3906,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Human Resources Project,Excel/Oral communication/,Boston,No,5-6
3907,2020-03-01 00:00:00,2020-09-15 00:00:00,E,Legal Project,PowerPoint/,NYC,Yes,5-6
3908,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Design Project,Excel/PhotoShop/,Chicago,Yes,8-9
3909,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,PowerPoint/Oral communication/,Boston,Yes,7-8
3910,2020-08-01 00:00:00,2020-12-15 00:00:00,E,Design Project,PowerPoint/React.js/PhotoShop/,Denver,Yes,7-8
3911,2020-09-01 00:00:00,2020-09-15 00:00:00,A,IT Operations Project,PowerPoint/,Denver,Yes,10-11
3912,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Design Project,Excel/,Chicago,No,2-3
3913,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Legal Project,PowerPoint/PowerPoint/Excel/,Boston,Yes,3-4
3914,2020-07-01 00:00:00,2020-08-15 00:00:00,F,IT Operations Project,Java/,Chicago,Yes,7-8
3915,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Design Project,Excel/PhotoShop/Adobe/,DC,Yes,6-7
3916,2020-12-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,PowerPoint/,Chicago,No,3-4
3917,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Human Resources Project,PowerPoint/,Boston,No,4-5
3918,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,Excel/PowerPoint/PowerPoint/,Chicago,Yes,1-2
3919,2020-07-01 00:00:00,2020-07-15 00:00:00,G,Business Project,Salesforce/,Chicago,Yes,9-10
3920,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Oral communication/,NYC,Yes,6-7
3921,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Legal Project,PowerPoint/PowerPoint/PowerPoint/,Denver,Yes,7-8
3922,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Account Leadership Project,Leadership/,DC,No,6-7
3923,2020-10-01 00:00:00,2020-10-15 00:00:00,E,Design Project,Excel/,Boston,No,2-3
3924,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,Excel/,Chicago,No,4-5
3925,2020-03-01 00:00:00,2020-08-15 00:00:00,G,Engineering Project,MATLAB/Java/Java/,NYC,Yes,6-7
3926,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Excel/PowerPoint/,Denver,Yes,5-6
3927,2020-01-01 00:00:00,2020-04-15 00:00:00,H,Account Leadership Project,Excel/Oral communication/,Chicago,No,1-2
3928,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Account Leadership Project,Cloud/,Denver,Yes,5-6
3929,2020-03-01 00:00:00,2020-09-15 00:00:00,D,Business Project,PowerPoint/Excel/Excel/,NYC,Yes,4-5
3930,2020-05-01 00:00:00,2020-10-15 00:00:00,H,Strategy Project,Critical thinking/Critical thinking/Excel/,NYC,Yes,1-2
3931,2020-02-01 00:00:00,2020-07-15 00:00:00,A,IT Operations Project,ML/Oracle/Java/,Chicago,Yes,10-11
3932,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Account Leadership Project,ML/Excel/Leadership/,DC,No,3-4
3933,2020-03-01 00:00:00,2020-11-15 00:00:00,G,IT Operations Project,ML/Java/Oracle/,Chicago,Yes,2-3
3934,2020-02-01 00:00:00,2020-06-15 00:00:00,D,Account Leadership Project,Oral communication/,Chicago,Yes,3-4
3935,2020-03-01 00:00:00,2020-10-15 00:00:00,B,IT Operations Project,ML/Python/,Denver,No,2-3
3936,2020-01-01 00:00:00,2020-10-15 00:00:00,G,Business Project,Salesforce/PowerPoint/Salesforce/,Chicago,Yes,3-4
3937,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Engineering Project,PowerPoint/MATLAB/Java/,NYC,No,1-2
3938,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Account Leadership Project,ML/Excel/Excel/,NYC,No,5-6
3939,2020-03-01 00:00:00,2020-06-15 00:00:00,B,Business Project,Excel/,Denver,No,3-4
3940,2020-10-01 00:00:00,2020-10-15 00:00:00,F,IT Operations Project,Java/,Chicago,Yes,4-5
3941,2020-01-01 00:00:00,2020-02-15 00:00:00,B,Business Project,PowerPoint/PowerPoint/Excel/,Boston,Yes,3-4
3942,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Design Project,PhotoShop/,DC,Yes,7-8
3943,2020-01-01 00:00:00,2020-08-15 00:00:00,A,Engineering Project,Excel/Java/,Chicago,No,6-7
3944,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Business Project,Salesforce/Salesforce/Excel/,Chicago,Yes,3-4
3945,2020-02-01 00:00:00,2020-04-15 00:00:00,A,Finance Project,QuickBooks/SAP/Excel/,Denver,No,4-5
3946,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Finance Project,Excel/Excel/,Denver,Yes,8-9
3947,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Engineering Project,Python/PowerPoint/Python/,Denver,Yes,6-7
3948,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Human Resources Project,PowerPoint/Workday/,Chicago,No,1-2
3949,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Oracle/Python/ML/,Denver,Yes,5-6
3950,2020-02-01 00:00:00,2020-05-15 00:00:00,D,IT Operations Project,Cloud/Java/Cloud/,Chicago,No,8-9
3951,2020-03-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,Excel/,DC,Yes,8-9
3952,2020-08-01 00:00:00,2020-09-15 00:00:00,H,Strategy Project,PowerPoint/Excel/PowerPoint/,Denver,No,7-8
3953,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Excel/,Chicago,No,2-3
3954,2020-05-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,SAP/,Chicago,No,7-8
3955,2020-05-01 00:00:00,2020-05-15 00:00:00,F,Security Project,Excel/,Chicago,No,10-11
3956,2020-01-01 00:00:00,2020-05-15 00:00:00,G,Strategy Project,PowerPoint/,DC,No,3-4
3957,2020-01-01 00:00:00,2020-04-15 00:00:00,A,Finance Project,SAP/,Denver,No,1-2
3958,2020-01-01 00:00:00,2020-07-15 00:00:00,C,Legal Project,Excel/,Denver,No,6-7
3959,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Security Project,PowerPoint/,DC,No,6-7
3960,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,MATLAB/MATLAB/MATLAB/,Denver,No,7-8
3961,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Business Project,Excel/PowerPoint/PowerPoint/,Chicago,Yes,8-9
3962,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,PowerPoint/QuickBooks/Excel/,NYC,Yes,6-7
3963,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Design Project,React.js/React.js/,Boston,Yes,8-9
3964,2020-09-01 00:00:00,2020-11-15 00:00:00,D,Legal Project,Oral communication/PowerPoint/,Denver,Yes,6-7
3965,2020-03-01 00:00:00,2020-07-15 00:00:00,H,Human Resources Project,Excel/Workday/Oral communication/,Chicago,No,3-4
3966,2020-02-01 00:00:00,2020-08-15 00:00:00,B,Design Project,Excel/React.js/Excel/,DC,Yes,9-10
3967,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Design Project,Adobe/,Denver,No,4-5
3968,2020-04-01 00:00:00,2020-10-15 00:00:00,G,Security Project,Python/,Chicago,No,3-4
3969,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,PowerPoint/,NYC,Yes,2-3
3970,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Bar/Bar/,DC,No,8-9
3971,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Security Project,Oracle/,Denver,Yes,4-5
3972,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Strategy Project,Critical thinking/Excel/,Chicago,Yes,5-6
3973,2020-03-01 00:00:00,2020-06-15 00:00:00,B,IT Operations Project,PowerPoint/Cloud/Java/,Chicago,Yes,5-6
3974,2020-02-01 00:00:00,2020-04-15 00:00:00,H,Business Project,Salesforce/PowerPoint/,NYC,No,1-2
3975,2020-09-01 00:00:00,2020-11-15 00:00:00,D,Human Resources Project,PowerPoint/,DC,No,1-2
3976,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Account Leadership Project,Oral communication/,Chicago,Yes,9-10
3977,2020-04-01 00:00:00,2020-10-15 00:00:00,A,Legal Project,Excel/,NYC,No,8-9
3978,2020-06-01 00:00:00,2020-12-15 00:00:00,F,Design Project,React.js/,DC,No,6-7
3979,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Design Project,React.js/React.js/Excel/,DC,No,5-6
3980,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Legal Project,PowerPoint/,NYC,Yes,6-7
3981,2020-05-01 00:00:00,2020-08-15 00:00:00,B,Finance Project,SAP/SAP/SAP/,Boston,No,5-6
3982,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Account Leadership Project,Oral communication/,DC,No,10-11
3983,2020-04-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Oral communication/,NYC,No,4-5
3984,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Business Project,PowerPoint/Salesforce/,Chicago,No,8-9
3985,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Finance Project,PowerPoint/QuickBooks/PowerPoint/,Denver,Yes,9-10
3986,2020-02-01 00:00:00,2020-12-15 00:00:00,F,Business Project,Salesforce/Excel/,DC,Yes,10-11
3987,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,Leadership/ML/,Denver,No,2-3
3988,2020-04-01 00:00:00,2020-08-15 00:00:00,E,Engineering Project,PowerPoint/Java/Excel/,Chicago,Yes,9-10
3989,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,SAP/QuickBooks/PowerPoint/,Denver,No,3-4
3990,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Account Leadership Project,Cloud/Leadership/ML/,DC,No,6-7
3991,2020-02-01 00:00:00,2020-05-15 00:00:00,B,IT Operations Project,Cloud/Oracle/,Chicago,No,8-9
3992,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Security Project,PowerPoint/Excel/,DC,No,1-2
3993,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Excel/PowerPoint/,DC,No,9-10
3994,2020-08-01 00:00:00,2020-11-15 00:00:00,D,Account Leadership Project,Excel/,Boston,Yes,6-7
3995,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Legal Project,Bar/PowerPoint/,Denver,No,4-5
3996,2020-05-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Bar/Oral communication/Excel/,Denver,Yes,1-2
3997,2020-04-01 00:00:00,2020-07-15 00:00:00,H,Human Resources Project,PowerPoint/Excel/Oral communication/,NYC,No,8-9
3998,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,Excel/Bar/Oral communication/,Boston,Yes,3-4
3999,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Strategy Project,Excel/PowerPoint/,Boston,Yes,8-9
4000,2020-07-01 00:00:00,2020-10-15 00:00:00,F,Finance Project,QuickBooks/SAP/,Denver,No,6-7
4001,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Engineering Project,MATLAB/,Chicago,No,4-5
4002,2020-02-01 00:00:00,2020-06-15 00:00:00,E,Human Resources Project,Excel/Oral communication/,Chicago,No,7-8
4003,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Account Leadership Project,ML/Cloud/Leadership/,Boston,No,9-10
4004,2020-03-01 00:00:00,2020-03-15 00:00:00,B,Design Project,Adobe/,NYC,No,10-11
4005,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Human Resources Project,Oral communication/,Chicago,No,8-9
4006,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Business Project,Excel/Salesforce/,NYC,No,9-10
4007,2020-01-01 00:00:00,2020-07-15 00:00:00,G,Design Project,React.js/,Chicago,Yes,4-5
4008,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Legal Project,Excel/,Denver,Yes,1-2
4009,2020-03-01 00:00:00,2020-05-15 00:00:00,B,Business Project,PowerPoint/Salesforce/,Chicago,No,1-2
4010,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,QuickBooks/Excel/,Chicago,Yes,10-11
4011,2020-03-01 00:00:00,2020-03-15 00:00:00,F,Security Project,Oracle/Cloud/,Boston,Yes,3-4
4012,2020-10-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Java/Oracle/,Chicago,Yes,10-11
4013,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Java/,DC,Yes,9-10
4014,2020-02-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Excel/Excel/,Chicago,Yes,3-4
4015,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Engineering Project,Python/Excel/,DC,Yes,9-10
4016,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Security Project,Java/Java/,DC,Yes,8-9
4017,2020-04-01 00:00:00,2020-06-15 00:00:00,C,Finance Project,Excel/Excel/,DC,Yes,2-3
4018,2020-09-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Excel/,NYC,No,10-11
4019,2020-04-01 00:00:00,2020-05-15 00:00:00,B,Account Leadership Project,Oral communication/PowerPoint/,Boston,Yes,3-4
4020,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,Cloud/,NYC,Yes,7-8
4021,2020-07-01 00:00:00,2020-09-15 00:00:00,H,IT Operations Project,PowerPoint/,Chicago,Yes,4-5
4022,2020-10-01 00:00:00,2020-11-15 00:00:00,G,Design Project,PowerPoint/Adobe/,Chicago,Yes,8-9
4023,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Critical thinking/Excel/PowerPoint/,DC,Yes,2-3
4024,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Business Project,PowerPoint/,Chicago,No,8-9
4025,2020-02-01 00:00:00,2020-07-15 00:00:00,H,Business Project,Excel/Excel/Salesforce/,Boston,Yes,10-11
4026,2020-04-01 00:00:00,2020-11-15 00:00:00,G,Human Resources Project,Oral communication/Excel/,NYC,No,9-10
4027,2020-01-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Cloud/Excel/Java/,Chicago,No,9-10
4028,2020-01-01 00:00:00,2020-04-15 00:00:00,A,Legal Project,Bar/PowerPoint/,DC,Yes,4-5
4029,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Strategy Project,PowerPoint/,NYC,Yes,10-11
4030,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Oral communication/Bar/,NYC,Yes,7-8
4031,2020-05-01 00:00:00,2020-08-15 00:00:00,D,Account Leadership Project,Oral communication/Oral communication/,Boston,No,3-4
4032,2020-05-01 00:00:00,2020-09-15 00:00:00,A,Account Leadership Project,Oral communication/Excel/,Boston,Yes,5-6
4033,2020-04-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Salesforce/Excel/Excel/,DC,Yes,9-10
4034,2020-06-01 00:00:00,2020-09-15 00:00:00,F,Finance Project,SAP/QuickBooks/Excel/,NYC,Yes,5-6
4035,2020-01-01 00:00:00,2020-05-15 00:00:00,G,Legal Project,Oral communication/,Denver,No,1-2
4036,2020-07-01 00:00:00,2020-08-15 00:00:00,D,IT Operations Project,Java/,NYC,No,2-3
4037,2020-01-01 00:00:00,2020-08-15 00:00:00,C,Engineering Project,MATLAB/,Denver,No,6-7
4038,2020-06-01 00:00:00,2020-12-15 00:00:00,H,Strategy Project,Critical thinking/Excel/Excel/,Chicago,Yes,7-8
4039,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Design Project,Excel/PhotoShop/,Chicago,Yes,10-11
4040,2020-04-01 00:00:00,2020-08-15 00:00:00,F,Security Project,ML/PowerPoint/,Boston,Yes,5-6
4041,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,Excel/SAP/,Chicago,Yes,10-11
4042,2020-05-01 00:00:00,2020-08-15 00:00:00,H,Strategy Project,PowerPoint/,Denver,Yes,10-11
4043,2020-08-01 00:00:00,2020-10-15 00:00:00,C,Finance Project,SAP/,NYC,No,8-9
4044,2020-06-01 00:00:00,2020-10-15 00:00:00,G,Strategy Project,Excel/PowerPoint/,Boston,Yes,9-10
4045,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Legal Project,Oral communication/PowerPoint/,NYC,No,7-8
4046,2020-03-01 00:00:00,2020-04-15 00:00:00,H,Security Project,PowerPoint/Cloud/,NYC,No,10-11
4047,2020-08-01 00:00:00,2020-08-15 00:00:00,B,Business Project,Salesforce/,NYC,No,7-8
4048,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Excel/Excel/PowerPoint/,DC,Yes,6-7
4049,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Design Project,Excel/,Denver,Yes,9-10
4050,2020-06-01 00:00:00,2020-09-15 00:00:00,G,Engineering Project,Python/Java/,NYC,Yes,5-6
4051,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,Leadership/ML/ML/,DC,No,8-9
4052,2020-04-01 00:00:00,2020-10-15 00:00:00,A,IT Operations Project,Excel/ML/Oracle/,Boston,No,5-6
4053,2020-11-01 00:00:00,2020-12-15 00:00:00,F,IT Operations Project,ML/Excel/,Chicago,No,3-4
4054,2020-07-01 00:00:00,2020-07-15 00:00:00,F,Account Leadership Project,Leadership/Leadership/,DC,No,9-10
4055,2020-02-01 00:00:00,2020-06-15 00:00:00,F,Account Leadership Project,Cloud/ML/ML/,Boston,Yes,4-5
4056,2020-03-01 00:00:00,2020-09-15 00:00:00,G,Security Project,Python/,NYC,Yes,3-4
4057,2020-10-01 00:00:00,2020-11-15 00:00:00,G,Strategy Project,Excel/PowerPoint/,Boston,Yes,5-6
4058,2020-05-01 00:00:00,2020-06-15 00:00:00,B,Design Project,Adobe/Adobe/Excel/,Boston,No,7-8
4059,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Security Project,Python/Python/,NYC,Yes,7-8
4060,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Legal Project,PowerPoint/,Denver,Yes,8-9
4061,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Strategy Project,Critical thinking/Critical thinking/,Chicago,No,5-6
4062,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Legal Project,Oral communication/,Chicago,No,9-10
4063,2020-04-01 00:00:00,2020-12-15 00:00:00,B,Design Project,PhotoShop/Excel/,Denver,No,8-9
4064,2020-07-01 00:00:00,2020-08-15 00:00:00,A,Security Project,Cloud/ML/,Chicago,Yes,2-3
4065,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Engineering Project,Excel/MATLAB/Python/,NYC,No,9-10
4066,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Strategy Project,Critical thinking/Critical thinking/Excel/,Denver,Yes,4-5
4067,2020-02-01 00:00:00,2020-04-15 00:00:00,F,Account Leadership Project,ML/,NYC,Yes,1-2
4068,2020-09-01 00:00:00,2020-09-15 00:00:00,D,Security Project,Java/ML/Oracle/,NYC,Yes,3-4
4069,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Security Project,PowerPoint/Oracle/Cloud/,Denver,Yes,2-3
4070,2020-07-01 00:00:00,2020-11-15 00:00:00,E,Strategy Project,PowerPoint/PowerPoint/Critical thinking/,Chicago,No,9-10
4071,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Engineering Project,PowerPoint/,DC,Yes,2-3
4072,2020-05-01 00:00:00,2020-05-15 00:00:00,C,Legal Project,Oral communication/,Chicago,No,3-4
4073,2020-05-01 00:00:00,2020-10-15 00:00:00,F,Design Project,Adobe/Adobe/,Chicago,Yes,8-9
4074,2020-02-01 00:00:00,2020-05-15 00:00:00,H,Strategy Project,Critical thinking/PowerPoint/,Denver,No,5-6
4075,2020-04-01 00:00:00,2020-07-15 00:00:00,E,IT Operations Project,Oracle/,Boston,No,7-8
4076,2020-05-01 00:00:00,2020-05-15 00:00:00,E,Engineering Project,Java/Java/,NYC,Yes,5-6
4077,2020-09-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Python/,NYC,Yes,7-8
4078,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Excel/Oral communication/Oral communication/,Boston,Yes,9-10
4079,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Design Project,PhotoShop/,Boston,Yes,2-3
4080,2020-06-01 00:00:00,2020-06-15 00:00:00,H,Account Leadership Project,Oral communication/PowerPoint/Leadership/,Boston,No,7-8
4081,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Finance Project,SAP/,Chicago,Yes,10-11
4082,2020-04-01 00:00:00,2020-08-15 00:00:00,B,Account Leadership Project,Leadership/,Chicago,No,1-2
4083,2020-02-01 00:00:00,2020-11-15 00:00:00,E,Finance Project,QuickBooks/,Denver,Yes,5-6
4084,2020-03-01 00:00:00,2020-10-15 00:00:00,E,Finance Project,QuickBooks/,Chicago,No,6-7
4085,2020-04-01 00:00:00,2020-07-15 00:00:00,A,Business Project,Excel/Salesforce/,DC,No,8-9
4086,2020-03-01 00:00:00,2020-10-15 00:00:00,D,Account Leadership Project,Leadership/,NYC,Yes,9-10
4087,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Engineering Project,Java/,Chicago,No,7-8
4088,2020-02-01 00:00:00,2020-05-15 00:00:00,B,Design Project,PowerPoint/,NYC,No,9-10
4089,2020-02-01 00:00:00,2020-04-15 00:00:00,C,Strategy Project,PowerPoint/Critical thinking/,Chicago,Yes,1-2
4090,2020-06-01 00:00:00,2020-11-15 00:00:00,F,Finance Project,SAP/PowerPoint/PowerPoint/,Denver,No,10-11
4091,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Security Project,Oracle/Python/,Boston,No,7-8
4092,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Finance Project,SAP/QuickBooks/QuickBooks/,Chicago,No,3-4
4093,2020-07-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,PowerPoint/,DC,Yes,5-6
4094,2020-07-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,PowerPoint/SAP/,Boston,No,9-10
4095,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,Leadership/ML/,DC,No,3-4
4096,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Strategy Project,PowerPoint/,DC,Yes,5-6
4097,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Legal Project,PowerPoint/Bar/Excel/,Boston,Yes,1-2
4098,2020-03-01 00:00:00,2020-08-15 00:00:00,C,Legal Project,Bar/Oral communication/Excel/,Boston,Yes,6-7
4099,2020-01-01 00:00:00,2020-08-15 00:00:00,H,Finance Project,SAP/Excel/SAP/,Boston,Yes,10-11
4100,2020-01-01 00:00:00,2020-03-15 00:00:00,B,Human Resources Project,PowerPoint/Oral communication/PowerPoint/,Boston,No,7-8
4101,2020-08-01 00:00:00,2020-10-15 00:00:00,C,IT Operations Project,Java/Python/Java/,NYC,Yes,9-10
4102,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Security Project,Cloud/,Chicago,No,1-2
4103,2020-04-01 00:00:00,2020-07-15 00:00:00,C,Finance Project,PowerPoint/,Boston,No,2-3
4104,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Design Project,React.js/Adobe/React.js/,DC,No,9-10
4105,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Human Resources Project,Workday/Oral communication/PowerPoint/,Chicago,No,1-2
4106,2020-01-01 00:00:00,2020-09-15 00:00:00,A,Security Project,ML/Cloud/Cloud/,NYC,No,4-5
4107,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Account Leadership Project,ML/,Denver,No,1-2
4108,2020-06-01 00:00:00,2020-08-15 00:00:00,C,Security Project,Oracle/Cloud/Python/,Chicago,No,4-5
4109,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,MATLAB/PowerPoint/Java/,DC,Yes,6-7
4110,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Excel/,DC,No,8-9
4111,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Design Project,PhotoShop/,NYC,Yes,5-6
4112,2020-02-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,Bar/Bar/Oral communication/,Denver,No,5-6
4113,2020-12-01 00:00:00,2020-12-15 00:00:00,F,IT Operations Project,Oracle/Oracle/Python/,Boston,Yes,4-5
4114,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Engineering Project,Java/MATLAB/,Chicago,Yes,5-6
4115,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Business Project,Excel/Salesforce/,DC,No,6-7
4116,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Strategy Project,Excel/,DC,No,2-3
4117,2020-03-01 00:00:00,2020-08-15 00:00:00,F,Business Project,Excel/PowerPoint/Excel/,Denver,Yes,1-2
