Project UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level,Service
14107,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Workday/Excel/PowerPoint/,Boston,No,10-11,Interactive
14108,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Security Project,Oracle/Python/,Denver,No,4-5,Interactive
14109,2020-08-01 00:00:00,2020-11-15 00:00:00,G,Legal Project,PowerPoint/Excel/,Chicago,Yes,2-3,Technology
14110,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Account Leadership Project,ML/,DC,Yes,10-11,Technology
14111,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Design Project,React.js/,Denver,No,3-4,Interactive
14112,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Strategy Project,PowerPoint/Critical thinking/PowerPoint/,Boston,Yes,1-2,Technology
14113,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Human Resources Project,Excel/,NYC,Yes,3-4,Strategy & Consulting
14114,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Business Project,Salesforce/Salesforce/PowerPoint/,Denver,Yes,7-8,Strategy & Consulting
14115,2020-05-01 00:00:00,2020-09-15 00:00:00,E,IT Operations Project,ML/,Denver,No,5-6,Interactive
14116,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Security Project,Java/Python/Java/,NYC,No,1-2,Interactive
14117,2020-01-01 00:00:00,2020-06-15 00:00:00,C,IT Operations Project,ML/Cloud/,DC,No,3-4,Operations
14118,2020-06-01 00:00:00,2020-08-15 00:00:00,C,Engineering Project,Excel/,NYC,Yes,2-3,Operations
14119,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,Excel/,Boston,No,1-2,Strategy & Consulting
14120,2020-03-01 00:00:00,2020-06-15 00:00:00,D,Engineering Project,Java/Excel/,Boston,No,2-3,Interactive
14121,2020-06-01 00:00:00,2020-06-15 00:00:00,A,Human Resources Project,Excel/,Denver,Yes,3-4,Operations
14122,2020-04-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,MATLAB/,Denver,No,10-11,Strategy & Consulting
14123,2020-03-01 00:00:00,2020-04-15 00:00:00,C,Legal Project,Excel/Oral communication/,NYC,Yes,10-11,Technology
14124,2020-03-01 00:00:00,2020-11-15 00:00:00,H,Human Resources Project,Excel/,NYC,No,3-4,Operations
14125,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Security Project,Java/PowerPoint/,Chicago,Yes,7-8,Technology
14126,2020-01-01 00:00:00,2020-08-15 00:00:00,G,Strategy Project,Critical thinking/Excel/,NYC,No,9-10,Strategy & Consulting
14127,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,ML/ML/,Chicago,No,8-9,Operations
14128,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,QuickBooks/PowerPoint/,Denver,No,10-11,Technology
14129,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Design Project,Excel/Adobe/,NYC,Yes,7-8,Operations
14130,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Excel/Critical thinking/PowerPoint/,Boston,No,5-6,Strategy & Consulting
14131,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,PowerPoint/QuickBooks/Excel/,DC,No,9-10,Operations
14132,2020-03-01 00:00:00,2020-09-15 00:00:00,B,Account Leadership Project,ML/PowerPoint/Excel/,Chicago,Yes,6-7,Operations
14133,2020-04-01 00:00:00,2020-09-15 00:00:00,D,Security Project,Excel/Excel/,DC,Yes,7-8,Strategy & Consulting
14134,2020-06-01 00:00:00,2020-07-15 00:00:00,B,Security Project,PowerPoint/Oracle/,DC,Yes,6-7,Interactive
14135,2020-05-01 00:00:00,2020-10-15 00:00:00,D,IT Operations Project,PowerPoint/,Denver,Yes,2-3,Strategy & Consulting
14136,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Workday/Excel/Excel/,DC,Yes,8-9,Technology
14137,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Account Leadership Project,PowerPoint/,NYC,No,7-8,Interactive
14138,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Business Project,PowerPoint/Excel/Salesforce/,Chicago,No,1-2,Technology
14139,2020-01-01 00:00:00,2020-11-15 00:00:00,F,IT Operations Project,Python/Python/PowerPoint/,NYC,Yes,3-4,Interactive
14140,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Human Resources Project,PowerPoint/,DC,Yes,4-5,Operations
14141,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,SAP/PowerPoint/,Denver,No,2-3,Technology
14142,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Business Project,Salesforce/Excel/PowerPoint/,NYC,No,3-4,Operations
14143,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Account Leadership Project,PowerPoint/Cloud/Excel/,NYC,No,2-3,Operations
14144,2020-09-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Java/,NYC,Yes,5-6,Interactive
14145,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Strategy Project,PowerPoint/,Chicago,No,9-10,Operations
14146,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Design Project,PhotoShop/Excel/Adobe/,Denver,No,4-5,Technology
14147,2020-03-01 00:00:00,2020-10-15 00:00:00,E,Account Leadership Project,Oral communication/ML/,Denver,No,3-4,Operations
14148,2020-09-01 00:00:00,2020-11-15 00:00:00,D,Legal Project,Excel/,DC,Yes,5-6,Operations
14149,2020-02-01 00:00:00,2020-07-15 00:00:00,A,Design Project,Adobe/Excel/Excel/,Boston,No,7-8,Strategy & Consulting
14150,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Security Project,PowerPoint/,Denver,No,2-3,Operations
14151,2020-06-01 00:00:00,2020-12-15 00:00:00,D,Security Project,Oracle/PowerPoint/,NYC,No,3-4,Strategy & Consulting
14152,2020-09-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Excel/Python/,Boston,No,4-5,Technology
14153,2020-08-01 00:00:00,2020-08-15 00:00:00,B,Account Leadership Project,ML/ML/,DC,No,6-7,Interactive
14154,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Business Project,PowerPoint/Excel/,Denver,Yes,7-8,Technology
14155,2020-01-01 00:00:00,2020-10-15 00:00:00,H,Human Resources Project,PowerPoint/Oral communication/Workday/,NYC,Yes,3-4,Interactive
14156,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Security Project,Java/ML/,Chicago,No,10-11,Operations
14157,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Business Project,PowerPoint/Salesforce/Excel/,Boston,Yes,8-9,Interactive
14158,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Human Resources Project,PowerPoint/,NYC,No,8-9,Operations
14159,2020-02-01 00:00:00,2020-09-15 00:00:00,H,Security Project,PowerPoint/,Denver,Yes,5-6,Operations
14160,2020-07-01 00:00:00,2020-10-15 00:00:00,B,IT Operations Project,Python/,DC,No,10-11,Strategy & Consulting
14161,2020-02-01 00:00:00,2020-05-15 00:00:00,G,Engineering Project,PowerPoint/Python/MATLAB/,DC,No,5-6,Interactive
14162,2020-04-01 00:00:00,2020-07-15 00:00:00,F,Security Project,Oracle/,NYC,No,8-9,Operations
14163,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,SAP/,DC,No,7-8,Interactive
14164,2020-03-01 00:00:00,2020-07-15 00:00:00,G,Finance Project,QuickBooks/SAP/QuickBooks/,DC,No,8-9,Interactive
14165,2020-05-01 00:00:00,2020-10-15 00:00:00,G,Legal Project,PowerPoint/Bar/PowerPoint/,Denver,Yes,4-5,Strategy & Consulting
14166,2020-01-01 00:00:00,2020-03-15 00:00:00,H,Business Project,PowerPoint/Salesforce/,NYC,Yes,7-8,Operations
14167,2020-01-01 00:00:00,2020-09-15 00:00:00,C,Strategy Project,Critical thinking/Excel/PowerPoint/,DC,Yes,3-4,Operations
14168,2020-01-01 00:00:00,2020-11-15 00:00:00,C,Design Project,Adobe/Adobe/PhotoShop/,Denver,No,2-3,Strategy & Consulting
14169,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Finance Project,QuickBooks/SAP/QuickBooks/,Boston,No,1-2,Interactive
14170,2020-04-01 00:00:00,2020-06-15 00:00:00,G,Strategy Project,Critical thinking/,Denver,Yes,2-3,Operations
14171,2020-03-01 00:00:00,2020-08-15 00:00:00,E,Security Project,Python/Oracle/Cloud/,Boston,No,1-2,Interactive
14172,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Engineering Project,Java/,Boston,No,6-7,Strategy & Consulting
14173,2020-07-01 00:00:00,2020-11-15 00:00:00,G,IT Operations Project,Oracle/Excel/Python/,NYC,Yes,6-7,Technology
14174,2020-10-01 00:00:00,2020-12-15 00:00:00,E,IT Operations Project,Oracle/PowerPoint/,Chicago,Yes,9-10,Strategy & Consulting
14175,2020-11-01 00:00:00,2020-12-15 00:00:00,E,IT Operations Project,Oracle/Cloud/Cloud/,Boston,No,1-2,Interactive
14176,2020-05-01 00:00:00,2020-06-15 00:00:00,H,Business Project,PowerPoint/,DC,No,4-5,Technology
14177,2020-02-01 00:00:00,2020-11-15 00:00:00,B,Security Project,ML/Oracle/,Denver,No,8-9,Technology
14178,2020-02-01 00:00:00,2020-09-15 00:00:00,D,Human Resources Project,Workday/PowerPoint/PowerPoint/,Chicago,No,8-9,Interactive
14179,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Human Resources Project,Excel/Oral communication/PowerPoint/,Chicago,No,10-11,Operations
14180,2020-01-01 00:00:00,2020-01-15 00:00:00,H,Human Resources Project,Oral communication/Excel/PowerPoint/,Chicago,Yes,4-5,Strategy & Consulting
14181,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Security Project,Java/Python/,DC,Yes,6-7,Interactive
14182,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Account Leadership Project,Cloud/,Chicago,No,7-8,Operations
14183,2020-04-01 00:00:00,2020-07-15 00:00:00,C,Business Project,Salesforce/Excel/Salesforce/,Denver,No,5-6,Strategy & Consulting
14184,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Security Project,PowerPoint/,DC,Yes,3-4,Strategy & Consulting
14185,2020-09-01 00:00:00,2020-10-15 00:00:00,C,Design Project,React.js/Adobe/Adobe/,Chicago,Yes,3-4,Strategy & Consulting
14186,2020-01-01 00:00:00,2020-02-15 00:00:00,H,Business Project,Excel/Salesforce/PowerPoint/,DC,No,6-7,Interactive
14187,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Engineering Project,Excel/Java/Java/,NYC,Yes,5-6,Strategy & Consulting
14188,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Security Project,Python/ML/,Denver,No,7-8,Interactive
14189,2020-03-01 00:00:00,2020-09-15 00:00:00,C,Account Leadership Project,ML/Excel/ML/,Denver,No,10-11,Interactive
14190,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Finance Project,SAP/Excel/,Denver,No,6-7,Interactive
14191,2020-04-01 00:00:00,2020-06-15 00:00:00,H,Human Resources Project,Excel/Oral communication/,NYC,No,7-8,Interactive
14192,2020-04-01 00:00:00,2020-07-15 00:00:00,B,Account Leadership Project,ML/,Boston,No,1-2,Operations
14193,2020-06-01 00:00:00,2020-06-15 00:00:00,H,Legal Project,Excel/,Chicago,Yes,2-3,Technology
14194,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Account Leadership Project,Oral communication/Oral communication/,Denver,No,8-9,Technology
14195,2020-03-01 00:00:00,2020-03-15 00:00:00,A,IT Operations Project,PowerPoint/PowerPoint/Python/,Boston,No,3-4,Interactive
14196,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Legal Project,PowerPoint/Oral communication/Excel/,DC,No,3-4,Operations
14197,2020-02-01 00:00:00,2020-04-15 00:00:00,A,Human Resources Project,Oral communication/Oral communication/Workday/,Boston,No,3-4,Strategy & Consulting
14198,2020-06-01 00:00:00,2020-10-15 00:00:00,F,IT Operations Project,Java/ML/Java/,Boston,No,2-3,Technology
14199,2020-01-01 00:00:00,2020-01-15 00:00:00,F,Legal Project,Excel/,Denver,Yes,1-2,Interactive
14200,2020-05-01 00:00:00,2020-06-15 00:00:00,D,IT Operations Project,PowerPoint/Cloud/Oracle/,Boston,No,2-3,Strategy & Consulting
14201,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Design Project,PhotoShop/Excel/React.js/,Denver,No,5-6,Technology
14202,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Design Project,PowerPoint/Adobe/React.js/,Chicago,Yes,8-9,Strategy & Consulting
14203,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Account Leadership Project,ML/,Chicago,Yes,2-3,Strategy & Consulting
14204,2020-12-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,PowerPoint/Java/,NYC,No,6-7,Interactive
14205,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Legal Project,Oral communication/,Denver,Yes,6-7,Technology
14206,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Business Project,Salesforce/Excel/,Denver,No,5-6,Strategy & Consulting
14207,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,MATLAB/,Chicago,No,4-5,Strategy & Consulting
14208,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Python/Python/Excel/,DC,No,10-11,Interactive
14209,2020-03-01 00:00:00,2020-06-15 00:00:00,C,Business Project,Salesforce/PowerPoint/,DC,No,6-7,Technology
14210,2020-03-01 00:00:00,2020-04-15 00:00:00,D,Account Leadership Project,Leadership/,Denver,No,3-4,Technology
14211,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Legal Project,Bar/Bar/Oral communication/,Chicago,Yes,6-7,Strategy & Consulting
14212,2020-03-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,SAP/QuickBooks/,NYC,No,7-8,Operations
14213,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Finance Project,QuickBooks/,DC,Yes,2-3,Interactive
14214,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Business Project,Excel/Salesforce/,Denver,No,5-6,Interactive
14215,2020-03-01 00:00:00,2020-08-15 00:00:00,D,Engineering Project,Excel/PowerPoint/MATLAB/,Denver,Yes,1-2,Operations
14216,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Oracle/Oracle/,Boston,Yes,9-10,Interactive
14217,2020-10-01 00:00:00,2020-11-15 00:00:00,E,IT Operations Project,Java/,DC,Yes,3-4,Strategy & Consulting
14218,2020-02-01 00:00:00,2020-08-15 00:00:00,C,Security Project,Oracle/PowerPoint/Oracle/,NYC,Yes,9-10,Technology
14219,2020-07-01 00:00:00,2020-07-15 00:00:00,H,Legal Project,Bar/,DC,Yes,1-2,Interactive
14220,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Business Project,PowerPoint/,NYC,Yes,5-6,Strategy & Consulting
14221,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Security Project,Excel/Cloud/,NYC,No,1-2,Technology
14222,2020-04-01 00:00:00,2020-05-15 00:00:00,A,Security Project,Python/Python/PowerPoint/,NYC,No,8-9,Strategy & Consulting
14223,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Strategy Project,PowerPoint/Excel/,NYC,Yes,10-11,Technology
14224,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Legal Project,PowerPoint/PowerPoint/PowerPoint/,Denver,No,10-11,Strategy & Consulting
14225,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Human Resources Project,Workday/Excel/,DC,No,7-8,Technology
14226,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Cloud/Excel/Excel/,Denver,Yes,3-4,Strategy & Consulting
14227,2020-06-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,ML/,NYC,Yes,6-7,Technology
14228,2020-07-01 00:00:00,2020-09-15 00:00:00,C,Account Leadership Project,Oral communication/Leadership/ML/,Boston,No,5-6,Operations
14229,2020-01-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,Excel/,DC,No,3-4,Operations
14230,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Business Project,PowerPoint/,NYC,No,10-11,Operations
14231,2020-04-01 00:00:00,2020-07-15 00:00:00,C,Human Resources Project,Excel/Excel/Excel/,NYC,Yes,9-10,Strategy & Consulting
14232,2020-06-01 00:00:00,2020-06-15 00:00:00,F,Finance Project,Excel/PowerPoint/PowerPoint/,NYC,Yes,2-3,Interactive
14233,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Human Resources Project,Oral communication/,Boston,No,8-9,Strategy & Consulting
14234,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Strategy Project,PowerPoint/Excel/,Chicago,No,10-11,Strategy & Consulting
14235,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Finance Project,SAP/,Boston,Yes,6-7,Technology
14236,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Business Project,PowerPoint/PowerPoint/,DC,Yes,3-4,Technology
14237,2020-01-01 00:00:00,2020-01-15 00:00:00,G,IT Operations Project,Java/ML/ML/,Boston,No,8-9,Interactive
14238,2020-06-01 00:00:00,2020-08-15 00:00:00,G,Security Project,ML/Oracle/,DC,Yes,5-6,Interactive
14239,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Design Project,React.js/React.js/Excel/,DC,Yes,2-3,Strategy & Consulting
14240,2020-07-01 00:00:00,2020-08-15 00:00:00,D,Business Project,Excel/,Denver,No,5-6,Interactive
14241,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Account Leadership Project,Leadership/,NYC,No,3-4,Operations
14242,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Workday/PowerPoint/,NYC,Yes,9-10,Operations
14243,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,Cloud/,Boston,Yes,5-6,Operations
14244,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,PowerPoint/PowerPoint/,NYC,No,6-7,Technology
14245,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Design Project,Adobe/,Chicago,No,3-4,Strategy & Consulting
14246,2020-02-01 00:00:00,2020-11-15 00:00:00,C,Design Project,PowerPoint/,Boston,No,5-6,Interactive
14247,2020-04-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,PowerPoint/Excel/,DC,Yes,5-6,Operations
14248,2020-01-01 00:00:00,2020-08-15 00:00:00,A,Design Project,Excel/PhotoShop/Adobe/,Denver,No,2-3,Interactive
14249,2020-02-01 00:00:00,2020-11-15 00:00:00,D,Human Resources Project,Workday/PowerPoint/,Denver,No,3-4,Strategy & Consulting
14250,2020-08-01 00:00:00,2020-12-15 00:00:00,F,IT Operations Project,Java/Cloud/Python/,DC,Yes,8-9,Strategy & Consulting
14251,2020-01-01 00:00:00,2020-11-15 00:00:00,H,Strategy Project,Critical thinking/,Boston,No,10-11,Operations
14252,2020-01-01 00:00:00,2020-04-15 00:00:00,A,Legal Project,PowerPoint/Oral communication/,Denver,Yes,8-9,Strategy & Consulting
14253,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Engineering Project,Java/,DC,No,4-5,Interactive
14254,2020-02-01 00:00:00,2020-04-15 00:00:00,A,Human Resources Project,Workday/Excel/,NYC,No,10-11,Interactive
14255,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Finance Project,Excel/,DC,No,1-2,Technology
14256,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Account Leadership Project,Leadership/Oral communication/Oral communication/,DC,Yes,10-11,Strategy & Consulting
14257,2020-02-01 00:00:00,2020-04-15 00:00:00,F,Strategy Project,Critical thinking/Excel/Excel/,DC,Yes,9-10,Strategy & Consulting
14258,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Account Leadership Project,Leadership/,Denver,Yes,1-2,Interactive
14259,2020-03-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,QuickBooks/,Denver,Yes,8-9,Technology
14260,2020-07-01 00:00:00,2020-07-15 00:00:00,A,Human Resources Project,PowerPoint/PowerPoint/Excel/,NYC,No,8-9,Interactive
14261,2020-01-01 00:00:00,2020-02-15 00:00:00,G,Security Project,Oracle/Java/,NYC,No,6-7,Interactive
14262,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Legal Project,PowerPoint/,NYC,Yes,2-3,Operations
14263,2020-05-01 00:00:00,2020-08-15 00:00:00,F,Design Project,Excel/PowerPoint/,Boston,No,3-4,Technology
14264,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Account Leadership Project,Leadership/Cloud/,DC,No,4-5,Interactive
14265,2020-02-01 00:00:00,2020-04-15 00:00:00,C,Business Project,Salesforce/,Denver,Yes,8-9,Interactive
14266,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,Workday/Workday/,DC,No,6-7,Operations
14267,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Strategy Project,Critical thinking/PowerPoint/Excel/,Chicago,Yes,6-7,Technology
14268,2020-11-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,PowerPoint/,Chicago,No,9-10,Interactive
14269,2020-02-01 00:00:00,2020-09-15 00:00:00,B,Strategy Project,Excel/Excel/Excel/,NYC,No,6-7,Strategy & Consulting
14270,2020-01-01 00:00:00,2020-05-15 00:00:00,B,Account Leadership Project,Excel/,DC,Yes,10-11,Technology
14271,2020-01-01 00:00:00,2020-06-15 00:00:00,H,Security Project,Excel/Oracle/,NYC,Yes,9-10,Interactive
14272,2020-04-01 00:00:00,2020-05-15 00:00:00,B,Security Project,ML/PowerPoint/,Chicago,Yes,4-5,Technology
14273,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Design Project,Excel/Adobe/,Chicago,Yes,3-4,Operations
14274,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Salesforce/,DC,Yes,6-7,Interactive
14275,2020-04-01 00:00:00,2020-11-15 00:00:00,D,Strategy Project,Critical thinking/Critical thinking/,DC,No,7-8,Operations
14276,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Security Project,ML/Cloud/Excel/,DC,Yes,2-3,Interactive
14277,2020-05-01 00:00:00,2020-08-15 00:00:00,B,Human Resources Project,Oral communication/,Boston,Yes,3-4,Strategy & Consulting
14278,2020-08-01 00:00:00,2020-08-15 00:00:00,A,IT Operations Project,PowerPoint/Java/,NYC,Yes,10-11,Technology
14279,2020-06-01 00:00:00,2020-06-15 00:00:00,E,Security Project,Cloud/PowerPoint/,DC,Yes,8-9,Interactive
14280,2020-01-01 00:00:00,2020-05-15 00:00:00,H,Legal Project,PowerPoint/Bar/,Denver,No,4-5,Operations
14281,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Account Leadership Project,Oral communication/Cloud/Leadership/,Denver,Yes,1-2,Technology
14282,2020-12-01 00:00:00,2020-12-15 00:00:00,F,IT Operations Project,Cloud/,DC,Yes,10-11,Technology
14283,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Human Resources Project,Excel/Excel/,Boston,Yes,6-7,Interactive
14284,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Business Project,PowerPoint/,Chicago,Yes,1-2,Technology
14285,2020-05-01 00:00:00,2020-05-15 00:00:00,E,Finance Project,SAP/QuickBooks/QuickBooks/,NYC,No,10-11,Operations
14286,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Security Project,Oracle/ML/,NYC,Yes,10-11,Operations
14287,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Strategy Project,Critical thinking/Excel/PowerPoint/,Denver,No,3-4,Operations
14288,2020-01-01 00:00:00,2020-09-15 00:00:00,H,Strategy Project,Excel/,Chicago,Yes,7-8,Interactive
14289,2020-01-01 00:00:00,2020-03-15 00:00:00,F,Human Resources Project,Oral communication/Workday/,NYC,No,3-4,Operations
14290,2020-05-01 00:00:00,2020-07-15 00:00:00,H,Account Leadership Project,PowerPoint/Cloud/Excel/,DC,No,9-10,Technology
14291,2020-02-01 00:00:00,2020-08-15 00:00:00,B,Strategy Project,Excel/,DC,Yes,1-2,Strategy & Consulting
14292,2020-01-01 00:00:00,2020-03-15 00:00:00,B,Design Project,PowerPoint/PhotoShop/,Boston,Yes,9-10,Strategy & Consulting
14293,2020-03-01 00:00:00,2020-04-15 00:00:00,B,Business Project,PowerPoint/,NYC,No,9-10,Interactive
14294,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,PowerPoint/QuickBooks/,Chicago,No,1-2,Operations
14295,2020-01-01 00:00:00,2020-01-15 00:00:00,C,Engineering Project,PowerPoint/,Boston,No,8-9,Interactive
14296,2020-01-01 00:00:00,2020-09-15 00:00:00,E,Business Project,PowerPoint/PowerPoint/,Boston,Yes,7-8,Operations
14297,2020-06-01 00:00:00,2020-08-15 00:00:00,F,Legal Project,PowerPoint/,Chicago,Yes,6-7,Technology
14298,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Security Project,PowerPoint/Excel/,Denver,No,3-4,Operations
14299,2020-09-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,PowerPoint/,Chicago,No,10-11,Operations
14300,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Account Leadership Project,Oral communication/,NYC,No,2-3,Interactive
14301,2020-04-01 00:00:00,2020-08-15 00:00:00,A,Strategy Project,Excel/Critical thinking/,NYC,No,9-10,Interactive
14302,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Business Project,Excel/Excel/Salesforce/,DC,No,1-2,Operations
14303,2020-03-01 00:00:00,2020-08-15 00:00:00,F,IT Operations Project,Cloud/ML/,DC,Yes,9-10,Interactive
14304,2020-08-01 00:00:00,2020-09-15 00:00:00,B,Legal Project,PowerPoint/,DC,No,7-8,Technology
14305,2020-01-01 00:00:00,2020-09-15 00:00:00,D,Strategy Project,Critical thinking/Excel/,NYC,No,6-7,Strategy & Consulting
14306,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Business Project,Salesforce/Salesforce/Salesforce/,DC,Yes,10-11,Strategy & Consulting
14307,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Design Project,PhotoShop/React.js/PhotoShop/,Chicago,Yes,5-6,Operations
14308,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Security Project,Cloud/Excel/,Chicago,No,8-9,Strategy & Consulting
14309,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Strategy Project,Critical thinking/,Denver,Yes,3-4,Operations
14310,2020-06-01 00:00:00,2020-06-15 00:00:00,B,Design Project,React.js/,Denver,No,1-2,Operations
14311,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Design Project,PhotoShop/Excel/PowerPoint/,Boston,No,7-8,Strategy & Consulting
14312,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Legal Project,Bar/Bar/PowerPoint/,Chicago,Yes,8-9,Interactive
14313,2020-06-01 00:00:00,2020-09-15 00:00:00,G,Security Project,Oracle/,Chicago,Yes,1-2,Technology
14314,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Design Project,PhotoShop/PhotoShop/,Boston,Yes,4-5,Interactive
14315,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Legal Project,Excel/PowerPoint/PowerPoint/,Boston,No,1-2,Operations
14316,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Legal Project,Excel/PowerPoint/Excel/,Chicago,Yes,8-9,Technology
14317,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Business Project,Salesforce/PowerPoint/Excel/,Boston,Yes,1-2,Interactive
14318,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Engineering Project,Excel/Python/,NYC,Yes,3-4,Interactive
14319,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Oral communication/Excel/Workday/,Chicago,Yes,1-2,Technology
