Candidate UID,Service,Talent Segment,Level,Skills,Coming Available,Local Office,Local Preference
869,Interactive,Finance,11,SAP/,2020-12-01 00:00:00,NYC,Yes
870,Technology,Business,5,PowerPoint/Salesforce/Salesforce/Excel/,2020-06-01 00:00:00,NYC,No
871,Interactive,Design,7,PhotoShop/PowerPoint/Excel/,2020-10-01 00:00:00,Denver,No
872,Strategy & Consulting,Legal,9,Oral communication/Bar/PowerPoint/Oral communication/,2020-01-01 00:00:00,DC,Yes
873,Strategy & Consulting,Security,9,Java/Cloud/,2020-02-01 00:00:00,NYC,Yes
874,Technology,Security,11,Excel/ML/Oracle/,2020-08-01 00:00:00,NYC,No
875,Strategy & Consulting,Security,8,Oracle/Oracle/Python/Excel/,2020-10-01 00:00:00,NYC,Yes
876,Technology,Strategy,11,PowerPoint/,2020-04-01 00:00:00,DC,No
877,Technology,Engineering,9,Excel/MATLAB/PowerPoint/Python/,2020-01-01 00:00:00,Denver,No
878,Strategy & Consulting,Legal,7,Excel/Bar/Excel/,2020-10-01 00:00:00,Denver,Yes
879,Operations,Business,7,PowerPoint/,2020-08-01 00:00:00,DC,No
880,Strategy & Consulting,Security,5,PowerPoint/Python/,2020-02-01 00:00:00,Boston,No
881,Operations,Engineering,10,Python/Excel/Python/,2020-02-01 00:00:00,NYC,No
882,Technology,Security,9,PowerPoint/,2020-07-01 00:00:00,NYC,No
883,Interactive,IT Operations,1,Oracle/Excel/Python/,2020-03-01 00:00:00,DC,Yes
884,Operations,Legal,4,Oral communication/,2020-07-01 00:00:00,NYC,No
885,Technology,Legal,10,Excel/Bar/Bar/Bar/,2020-01-01 00:00:00,Denver,Yes
886,Strategy & Consulting,Human Resources,1,Oral communication/Excel/Oral communication/,2020-11-01 00:00:00,Chicago,Yes
887,Technology,Account Leadership,1,Oral communication/Excel/Leadership/Excel/,2020-11-01 00:00:00,DC,No
888,Operations,Strategy,10,Critical thinking/PowerPoint/Critical thinking/,2020-12-01 00:00:00,NYC,Yes
889,Technology,IT Operations,4,Oracle/Excel/,2020-09-01 00:00:00,NYC,No
890,Operations,Legal,7,Bar/Excel/Bar/Oral communication/,2020-04-01 00:00:00,NYC,Yes
891,Interactive,Business,10,PowerPoint/,2020-05-01 00:00:00,Boston,No
892,Interactive,Account Leadership,2,Cloud/Oral communication/PowerPoint/Excel/,2020-12-01 00:00:00,Boston,Yes
893,Technology,Design,8,React.js/Excel/,2020-07-01 00:00:00,Chicago,Yes
894,Operations,Engineering,6,Java/Java/Excel/PowerPoint/,2020-10-01 00:00:00,NYC,Yes
895,Technology,Security,5,ML/Oracle/,2020-03-01 00:00:00,Denver,No
896,Technology,Security,9,Java/,2020-07-01 00:00:00,NYC,No
897,Interactive,Human Resources,6,Workday/PowerPoint/,2020-12-01 00:00:00,Chicago,Yes
898,Interactive,Finance,4,SAP/QuickBooks/QuickBooks/QuickBooks/,2020-08-01 00:00:00,Denver,Yes
899,Technology,Engineering,7,Java/Python/Java/,2020-04-01 00:00:00,Chicago,Yes
900,Strategy & Consulting,IT Operations,11,Cloud/PowerPoint/Python/Cloud/,2020-10-01 00:00:00,Chicago,Yes
901,Interactive,Finance,7,PowerPoint/SAP/,2020-03-01 00:00:00,Boston,No
902,Technology,Human Resources,3,Excel/,2020-09-01 00:00:00,DC,No
903,Technology,Account Leadership,5,Cloud/ML/Leadership/Oral communication/,2020-02-01 00:00:00,Boston,No
904,Interactive,Legal,10,Excel/,2020-08-01 00:00:00,Boston,Yes
905,Interactive,Design,8,PowerPoint/PowerPoint/,2020-04-01 00:00:00,Boston,Yes
906,Interactive,IT Operations,11,Cloud/PowerPoint/,2020-05-01 00:00:00,Denver,Yes
907,Strategy & Consulting,Human Resources,6,PowerPoint/Workday/,2020-09-01 00:00:00,Denver,Yes
908,Technology,Security,5,Oracle/,2020-02-01 00:00:00,Denver,Yes
909,Strategy & Consulting,Security,3,Python/Java/Excel/Oracle/,2020-03-01 00:00:00,Boston,No
910,Interactive,Business,3,PowerPoint/Excel/Salesforce/,2020-07-01 00:00:00,Denver,Yes
911,Technology,Strategy,5,Excel/,2020-10-01 00:00:00,DC,Yes
912,Technology,IT Operations,8,Java/PowerPoint/ML/,2020-10-01 00:00:00,DC,No
913,Operations,Legal,9,Bar/,2020-02-01 00:00:00,Chicago,No
914,Interactive,Business,5,Salesforce/Excel/,2020-05-01 00:00:00,DC,No
915,Technology,Security,2,PowerPoint/Oracle/Excel/,2020-11-01 00:00:00,Denver,Yes
916,Operations,Legal,4,PowerPoint/PowerPoint/,2020-08-01 00:00:00,Chicago,No
917,Operations,Engineering,11,PowerPoint/PowerPoint/,2020-06-01 00:00:00,Boston,No
918,Interactive,Security,4,Excel/,2020-05-01 00:00:00,Chicago,Yes
919,Technology,Business,10,Salesforce/Excel/PowerPoint/,2020-10-01 00:00:00,NYC,Yes
920,Technology,Legal,5,Bar/Bar/PowerPoint/,2020-12-01 00:00:00,Denver,Yes
921,Operations,Strategy,2,PowerPoint/,2020-09-01 00:00:00,NYC,No
922,Technology,Security,1,ML/Python/Excel/ML/,2020-03-01 00:00:00,NYC,Yes
923,Operations,Account Leadership,2,Oral communication/,2020-11-01 00:00:00,Chicago,No
924,Technology,Strategy,10,Critical thinking/,2020-02-01 00:00:00,Denver,No
925,Technology,Human Resources,3,PowerPoint/PowerPoint/,2020-09-01 00:00:00,NYC,No
926,Strategy & Consulting,IT Operations,10,ML/PowerPoint/,2020-05-01 00:00:00,NYC,No
927,Strategy & Consulting,Strategy,10,Critical thinking/PowerPoint/Excel/,2020-07-01 00:00:00,Boston,No
928,Technology,Legal,7,Oral communication/,2020-09-01 00:00:00,Chicago,No
929,Interactive,Account Leadership,5,Oral communication/Oral communication/ML/Excel/,2020-04-01 00:00:00,Chicago,No
930,Operations,Engineering,4,PowerPoint/Excel/Excel/Java/,2020-10-01 00:00:00,DC,Yes
931,Interactive,Engineering,2,PowerPoint/Python/Python/MATLAB/,2020-07-01 00:00:00,Chicago,Yes
932,Technology,IT Operations,1,ML/ML/,2020-09-01 00:00:00,Boston,Yes
933,Operations,Legal,4,Bar/Bar/,2020-01-01 00:00:00,NYC,Yes
934,Strategy & Consulting,IT Operations,3,PowerPoint/ML/,2020-05-01 00:00:00,DC,Yes
935,Strategy & Consulting,Human Resources,7,Workday/,2020-07-01 00:00:00,Chicago,No
936,Operations,Security,5,Excel/PowerPoint/,2020-06-01 00:00:00,NYC,Yes
937,Operations,Legal,2,Bar/PowerPoint/Oral communication/PowerPoint/,2020-09-01 00:00:00,Chicago,No
938,Strategy & Consulting,Security,11,ML/,2020-10-01 00:00:00,Boston,Yes
939,Interactive,Business,5,Excel/,2020-03-01 00:00:00,DC,Yes
940,Operations,Security,6,Python/Java/,2020-04-01 00:00:00,Chicago,Yes
941,Strategy & Consulting,Human Resources,6,Oral communication/Workday/PowerPoint/,2020-03-01 00:00:00,Boston,No
942,Interactive,Business,1,PowerPoint/PowerPoint/,2020-07-01 00:00:00,NYC,No
943,Strategy & Consulting,Account Leadership,11,ML/Excel/,2020-03-01 00:00:00,DC,Yes
944,Strategy & Consulting,Human Resources,11,Workday/,2020-07-01 00:00:00,DC,No
945,Operations,Strategy,1,Critical thinking/Excel/PowerPoint/,2020-04-01 00:00:00,NYC,No
946,Operations,Account Leadership,7,Leadership/Oral communication/Cloud/PowerPoint/,2020-05-01 00:00:00,Boston,No
947,Interactive,Business,11,Excel/PowerPoint/Excel/,2020-09-01 00:00:00,NYC,No
948,Interactive,IT Operations,5,Cloud/Cloud/Java/,2020-10-01 00:00:00,Chicago,Yes
949,Operations,Engineering,7,Excel/Java/Java/,2020-11-01 00:00:00,NYC,No
950,Operations,Engineering,1,PowerPoint/Python/Python/,2020-12-01 00:00:00,DC,No
951,Technology,Engineering,11,PowerPoint/MATLAB/,2020-04-01 00:00:00,DC,No
952,Technology,Legal,8,Excel/,2020-02-01 00:00:00,DC,No
953,Technology,Strategy,7,Excel/,2020-01-01 00:00:00,Chicago,No
954,Strategy & Consulting,Strategy,8,PowerPoint/Excel/,2020-06-01 00:00:00,DC,No
955,Interactive,Account Leadership,11,ML/Leadership/ML/Oral communication/,2020-05-01 00:00:00,Denver,Yes
956,Strategy & Consulting,Legal,10,PowerPoint/Bar/PowerPoint/,2020-10-01 00:00:00,Denver,Yes
957,Technology,Business,11,Excel/Excel/Excel/Salesforce/,2020-06-01 00:00:00,Chicago,No
958,Operations,Human Resources,1,Workday/PowerPoint/Workday/,2020-03-01 00:00:00,Boston,Yes
959,Technology,Security,5,Python/Oracle/PowerPoint/,2020-01-01 00:00:00,DC,No
960,Strategy & Consulting,Security,10,PowerPoint/Java/Cloud/,2020-08-01 00:00:00,Denver,Yes
961,Operations,Strategy,9,Excel/Critical thinking/PowerPoint/Excel/,2020-03-01 00:00:00,DC,Yes
962,Strategy & Consulting,IT Operations,3,Python/Python/,2020-10-01 00:00:00,Chicago,No
963,Strategy & Consulting,Business,7,PowerPoint/,2020-10-01 00:00:00,Denver,Yes
964,Technology,Strategy,2,Excel/Critical thinking/,2020-03-01 00:00:00,Chicago,No
965,Technology,Business,9,Salesforce/,2020-07-01 00:00:00,NYC,Yes
966,Interactive,Human Resources,2,Workday/,2020-04-01 00:00:00,NYC,Yes
967,Interactive,Human Resources,2,Workday/Workday/Oral communication/,2020-06-01 00:00:00,DC,Yes
968,Interactive,Human Resources,3,Oral communication/PowerPoint/Workday/,2020-04-01 00:00:00,Boston,Yes
969,Technology,Engineering,9,PowerPoint/Java/,2020-05-01 00:00:00,Chicago,No
970,Strategy & Consulting,Business,4,Salesforce/Excel/Salesforce/PowerPoint/,2020-09-01 00:00:00,Denver,No
971,Strategy & Consulting,Account Leadership,4,Excel/Oral communication/Cloud/,2020-04-01 00:00:00,DC,No
972,Operations,Account Leadership,8,Cloud/Cloud/PowerPoint/,2020-10-01 00:00:00,Denver,Yes
973,Interactive,Finance,2,Excel/QuickBooks/,2020-11-01 00:00:00,Chicago,No
974,Interactive,Account Leadership,1,ML/Leadership/PowerPoint/,2020-01-01 00:00:00,Boston,No
975,Interactive,Human Resources,6,Excel/,2020-03-01 00:00:00,Chicago,Yes
976,Interactive,Security,7,Cloud/Excel/Oracle/Oracle/,2020-02-01 00:00:00,DC,Yes
977,Technology,Business,6,Salesforce/Salesforce/Salesforce/PowerPoint/,2020-04-01 00:00:00,DC,No
978,Operations,IT Operations,2,Cloud/,2020-06-01 00:00:00,NYC,Yes
979,Operations,IT Operations,10,Excel/Cloud/,2020-02-01 00:00:00,Chicago,Yes
980,Strategy & Consulting,Human Resources,3,PowerPoint/Excel/Workday/,2020-08-01 00:00:00,Boston,No
981,Interactive,Strategy,3,Excel/PowerPoint/PowerPoint/Excel/,2020-10-01 00:00:00,DC,Yes
982,Technology,Security,5,PowerPoint/ML/Oracle/Python/,2020-07-01 00:00:00,DC,No
983,Interactive,Human Resources,6,PowerPoint/Excel/Workday/,2020-04-01 00:00:00,DC,No
984,Strategy & Consulting,Engineering,3,PowerPoint/,2020-10-01 00:00:00,NYC,No
985,Operations,Legal,8,Bar/,2020-05-01 00:00:00,Chicago,No
986,Technology,Security,6,Oracle/,2020-10-01 00:00:00,Denver,No
987,Strategy & Consulting,Business,5,Excel/Excel/Excel/PowerPoint/,2020-04-01 00:00:00,NYC,No
988,Strategy & Consulting,Business,7,Salesforce/PowerPoint/,2020-07-01 00:00:00,NYC,Yes
989,Operations,Account Leadership,1,Cloud/ML/,2020-03-01 00:00:00,Boston,Yes
990,Operations,IT Operations,9,Excel/Excel/,2020-01-01 00:00:00,DC,No
991,Technology,Design,11,PhotoShop/PowerPoint/PowerPoint/,2020-09-01 00:00:00,DC,Yes
992,Operations,Account Leadership,2,Leadership/,2020-12-01 00:00:00,NYC,Yes
993,Strategy & Consulting,IT Operations,10,Java/Java/,2020-12-01 00:00:00,Denver,Yes
994,Technology,Design,10,PowerPoint/PowerPoint/,2020-05-01 00:00:00,Chicago,No
995,Interactive,Security,5,PowerPoint/Java/Python/,2020-09-01 00:00:00,DC,No
996,Strategy & Consulting,Legal,6,Excel/Excel/PowerPoint/,2020-01-01 00:00:00,NYC,Yes
997,Interactive,Strategy,8,PowerPoint/Excel/PowerPoint/,2020-06-01 00:00:00,Denver,No
998,Operations,Design,5,PhotoShop/PhotoShop/React.js/,2020-01-01 00:00:00,Boston,Yes
999,Strategy & Consulting,Engineering,7,Python/Java/MATLAB/Java/,2020-11-01 00:00:00,Chicago,Yes
