UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
3759,No,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Application Security F/P Analysis,Cloud,DC,No,9-10
3760,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Zaim,Cloud,DC,No,4-5
3761,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,NYC,Yes,5-6
3762,No,2020-07-01 00:00:00,2020-11-15 00:00:00,A,Application Security F/P Analysis,Java,Chicago,Yes,5-6
3763,No,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,Chicago,Yes,7-8
3764,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Zaim,ML,Boston,Yes,2-3
3765,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Application Security F/P Analysis,Java,NYC,No,4-5
3766,Yes,2020-01-01 00:00:00,2020-01-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,DC,No,4-5
3767,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Zaim,Cloud,Denver,Yes,7-8
3768,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Cyber Integration,ML,Boston,Yes,9-10
3769,No,2020-09-01 00:00:00,2020-11-15 00:00:00,C,Application Security F/P Analysis,Cloud,Chicago,Yes,5-6
3770,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,ML,Denver,No,5-6
3771,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Zaim,Python,Boston,No,3-4
3772,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,ML,Denver,No,3-4
3773,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Zaim,Oracle,NYC,Yes,9-10
3774,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,ML,DC,No,3-4
3775,No,2020-09-01 00:00:00,2020-11-15 00:00:00,G,Cyber Integration,Cloud,NYC,No,3-4
3776,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Cloud Security Enablement Phase 1,Python,DC,Yes,2-3
3777,No,2020-04-01 00:00:00,2020-06-15 00:00:00,D,Chevron Cloud Security,Oracle,Denver,No,4-5
3778,No,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Journey2Cloud,Java,DC,Yes,5-6
3779,No,2020-07-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Python,Denver,Yes,4-5
3780,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,F,iDefense- Zaim,Python,Chicago,Yes,7-8
3781,No,2020-08-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Zaim,Cloud,Boston,Yes,9-10
3782,No,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Application Security F/P Analysis,Python,Chicago,Yes,1-2
3783,No,2020-03-01 00:00:00,2020-03-15 00:00:00,B,Journey2Cloud,Cloud,Boston,Yes,8-9
3784,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes,6-7
3785,No,2020-08-01 00:00:00,2020-10-15 00:00:00,F,AT&T Application Scanning,Cloud,DC,No,5-6
3786,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Application Security F/P Analysis,Oracle,NYC,Yes,9-10
3787,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,C,AT&T Application Scanning,Java,Boston,Yes,1-2
3788,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Cloud,DC,Yes,10-11
3789,No,2020-11-01 00:00:00,2020-11-15 00:00:00,E,AT&T Application Scanning,Oracle,Chicago,No,9-10
3790,No,2020-11-01 00:00:00,2020-12-15 00:00:00,C,AT&T Application Scanning,Oracle,Denver,Yes,5-6
3791,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Journey2Cloud,Cloud,Boston,No,2-3
3792,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Odin,Python,NYC,No,7-8
3793,No,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,Chicago,No,6-7
3794,No,2020-05-01 00:00:00,2020-05-15 00:00:00,F,iDefense- Odin,Cloud,NYC,Yes,1-2
3795,No,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Journey2Cloud,Cloud,DC,Yes,4-5
3796,No,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,Denver,No,10-11
3797,No,2020-03-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,Denver,No,7-8
3798,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,E,Cloud Security Enablement Phase 1,Oracle,DC,No,7-8
3799,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,D,AT&T Application Scanning,ML,NYC,No,1-2
3800,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Java,Chicago,No,5-6
3801,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Odin,Python,NYC,Yes,4-5
3802,No,2020-05-01 00:00:00,2020-06-15 00:00:00,A,AT&T Application Scanning,Python,DC,Yes,4-5
3803,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,G,Cyber Integration,Oracle,Denver,Yes,6-7
3804,No,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Application Security F/P Analysis,Cloud,NYC,Yes,1-2
3805,No,2020-01-01 00:00:00,2020-06-15 00:00:00,H,Application Security F/P Analysis,Cloud,Chicago,No,8-9
3806,No,2020-04-01 00:00:00,2020-11-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,No,7-8
3807,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Application Security F/P Analysis,Java,NYC,Yes,2-3
3808,No,2020-05-01 00:00:00,2020-07-15 00:00:00,C,Chevron Cloud Security,Cloud,Denver,No,8-9
3809,No,2020-03-01 00:00:00,2020-05-15 00:00:00,G,Journey2Cloud,Cloud,NYC,No,1-2
3810,No,2020-01-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Odin,Oracle,NYC,No,3-4
3811,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,H,Avande,Java,Denver,Yes,3-4
3812,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Cloud Security Enablement Phase 1,ML,DC,Yes,1-2
3813,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,E,Cyber Integration,Oracle,Chicago,Yes,7-8
3814,No,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Chevron Cloud Security,Java,Chicago,No,6-7
3815,No,2020-09-01 00:00:00,2020-09-15 00:00:00,B,AT&T Application Scanning,ML,DC,Yes,3-4
3816,No,2020-10-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Odin,Python,Denver,Yes,2-3
3817,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes,9-10
3818,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,E,Avande,ML,Denver,Yes,10-11
3819,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,E,Cloud Security Enablement Phase 1,Oracle,NYC,No,9-10
3820,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes,4-5
3821,No,2020-01-01 00:00:00,2020-03-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,NYC,No,9-10
3822,No,2020-01-01 00:00:00,2020-08-15 00:00:00,B,Journey2Cloud,Python,Chicago,No,3-4
3823,No,2020-06-01 00:00:00,2020-06-15 00:00:00,D,Avande,Java,Denver,Yes,2-3
3824,No,2020-03-01 00:00:00,2020-08-15 00:00:00,B,Journey2Cloud,Oracle,DC,No,6-7
3825,No,2020-05-01 00:00:00,2020-09-15 00:00:00,H,AT&T Application Scanning,Python,DC,No,8-9
3826,No,2020-01-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Zaim,Oracle,DC,No,3-4
3827,No,2020-04-01 00:00:00,2020-11-15 00:00:00,E,Chevron Cloud Security,Python,Boston,No,7-8
3828,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,F,Cyber Integration,Java,NYC,No,9-10
3829,No,2020-05-01 00:00:00,2020-10-15 00:00:00,A,Application Security F/P Analysis,Java,Chicago,Yes,10-11
3830,No,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Chevron Cloud Security,Oracle,Denver,Yes,3-4
3831,No,2020-03-01 00:00:00,2020-04-15 00:00:00,B,iDefense- Zaim,Oracle,DC,Yes,7-8
3832,No,2020-07-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Oracle,Chicago,No,9-10
3833,No,2020-07-01 00:00:00,2020-07-15 00:00:00,E,Cyber Integration,Cloud,Chicago,Yes,10-11
3834,No,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Cyber Integration,Python,Denver,No,8-9
3835,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes,3-4
3836,No,2020-03-01 00:00:00,2020-12-15 00:00:00,A,Avande,Python,Denver,Yes,3-4
3837,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,NYC,No,2-3
3838,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Avande,Cloud,Denver,No,6-7
3839,No,2020-05-01 00:00:00,2020-08-15 00:00:00,F,Avande,Cloud,Chicago,No,10-11
3840,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Odin,Cloud,NYC,No,8-9
3841,No,2020-06-01 00:00:00,2020-09-15 00:00:00,B,iDefense- Odin,Oracle,Chicago,Yes,3-4
3842,No,2020-12-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Odin,ML,Boston,Yes,10-11
3843,No,2020-06-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,Oracle,Boston,No,5-6
3844,No,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Journey2Cloud,Oracle,DC,No,10-11
3845,No,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,NYC,No,2-3
3846,No,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Python,Denver,Yes,1-2
3847,No,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Journey2Cloud,Cloud,NYC,Yes,2-3
3848,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Zaim,Java,Boston,Yes,5-6
3849,No,2020-07-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Cloud,Chicago,No,9-10
3850,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Python,Chicago,No,7-8
3851,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,ML,DC,No,9-10
3852,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,D,Journey2Cloud,Java,Chicago,No,4-5
3853,No,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Avande,Cloud,Denver,Yes,5-6
3854,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Avande,Java,Boston,No,3-4
3855,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Application Security F/P Analysis,Java,Boston,No,5-6
3856,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Odin,Python,DC,No,1-2
3857,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Avande,Oracle,Chicago,No,2-3
3858,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,A,AT&T Application Scanning,Cloud,Denver,Yes,2-3
3859,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,A,Journey2Cloud,Java,NYC,Yes,9-10
3860,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Java,Boston,Yes,3-4
3861,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,F,AT&T Application Scanning,Cloud,Boston,No,6-7
3862,No,2020-01-01 00:00:00,2020-03-15 00:00:00,E,AT&T Application Scanning,Cloud,Boston,No,3-4
3863,No,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Journey2Cloud,Java,NYC,No,5-6
3864,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,C,Application Security F/P Analysis,Oracle,Denver,No,8-9
3865,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Avande,ML,NYC,Yes,5-6
3866,No,2020-01-01 00:00:00,2020-07-15 00:00:00,E,Journey2Cloud,Python,Denver,Yes,10-11
3867,No,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,NYC,Yes,9-10
3868,No,2020-06-01 00:00:00,2020-10-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,NYC,No,2-3
3869,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,F,AT&T Application Scanning,ML,NYC,No,8-9
3870,No,2020-07-01 00:00:00,2020-12-15 00:00:00,C,AT&T Application Scanning,Oracle,Denver,Yes,7-8
3871,No,2020-01-01 00:00:00,2020-01-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,Denver,No,8-9
3872,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,D,Chevron Cloud Security,Oracle,Chicago,Yes,4-5
3873,No,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Journey2Cloud,Java,Chicago,Yes,7-8
3874,No,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Cyber Integration,Java,Chicago,Yes,8-9
3875,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Zaim,Java,DC,Yes,1-2
3876,No,2020-03-01 00:00:00,2020-03-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes,3-4
3877,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,H,iDefense- Odin,Cloud,NYC,Yes,9-10
3878,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Java,Chicago,No,9-10
3879,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,B,Chevron Cloud Security,Python,Denver,No,3-4
3880,No,2020-04-01 00:00:00,2020-07-15 00:00:00,H,Application Security F/P Analysis,Python,Boston,No,9-10
3881,No,2020-07-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Oracle,Denver,No,7-8
3882,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,F,AT&T Application Scanning,Oracle,DC,No,10-11
3883,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,B,iDefense- Zaim,Java,Boston,No,9-10
3884,No,2020-09-01 00:00:00,2020-09-15 00:00:00,E,AT&T Application Scanning,Java,Chicago,Yes,6-7
3885,No,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,Java,NYC,No,4-5
3886,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,Oracle,Boston,No,2-3
3887,No,2020-07-01 00:00:00,2020-09-15 00:00:00,E,Avande,Oracle,Denver,Yes,3-4
3888,No,2020-03-01 00:00:00,2020-09-15 00:00:00,B,Avande,Cloud,Boston,No,3-4
3889,No,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes,2-3
3890,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Cyber Integration,ML,Chicago,Yes,2-3
3891,No,2020-03-01 00:00:00,2020-07-15 00:00:00,B,Chevron Cloud Security,Python,Boston,Yes,8-9
3892,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Zaim,ML,Chicago,Yes,1-2
3893,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,H,AT&T Application Scanning,ML,NYC,Yes,10-11
3894,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Java,Chicago,Yes,2-3
3895,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,DC,Yes,7-8
3896,No,2020-01-01 00:00:00,2020-10-15 00:00:00,G,iDefense- Odin,Java,Chicago,Yes,10-11
3897,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Zaim,Python,Chicago,Yes,2-3
3898,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,H,Application Security F/P Analysis,Java,Denver,No,7-8
3899,No,2020-02-01 00:00:00,2020-07-15 00:00:00,D,Chevron Cloud Security,Python,Denver,No,6-7
3900,No,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,Denver,No,3-4
3901,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,A,Journey2Cloud,Oracle,NYC,Yes,3-4
3902,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Journey2Cloud,Python,DC,No,3-4
3903,No,2020-04-01 00:00:00,2020-07-15 00:00:00,C,AT&T Application Scanning,Cloud,NYC,No,4-5
3904,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,DC,No,3-4
3905,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,D,AT&T Application Scanning,Oracle,Chicago,Yes,2-3
3906,No,2020-07-01 00:00:00,2020-07-15 00:00:00,A,Avande,Java,Denver,Yes,9-10
3907,No,2020-06-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Oracle,Denver,Yes,7-8
3908,No,2020-02-01 00:00:00,2020-11-15 00:00:00,H,Cyber Integration,Python,DC,Yes,10-11
3909,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,B,Cloud Security Enablement Phase 1,Cloud,Boston,No,5-6
3910,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Chicago,Yes,2-3
3911,No,2020-06-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,ML,NYC,Yes,5-6
3912,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,DC,No,5-6
3913,No,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes,4-5
3914,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Python,Chicago,No,2-3
3915,Yes,2020-01-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,Oracle,NYC,No,9-10
3916,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Zaim,Cloud,NYC,Yes,5-6
3917,No,2020-04-01 00:00:00,2020-04-15 00:00:00,H,Journey2Cloud,Oracle,Chicago,No,10-11
3918,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,E,iDefense- Odin,Java,DC,Yes,8-9
3919,No,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,Python,Denver,No,9-10
3920,No,2020-10-01 00:00:00,2020-10-15 00:00:00,G,AT&T Application Scanning,ML,Denver,Yes,5-6
3921,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,H,Avande,Java,Boston,Yes,4-5
3922,No,2020-07-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,Java,Chicago,No,5-6
3923,No,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Cyber Integration,Cloud,Denver,Yes,9-10
3924,No,2020-07-01 00:00:00,2020-08-15 00:00:00,H,iDefense- Zaim,Oracle,NYC,No,10-11
3925,No,2020-05-01 00:00:00,2020-10-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,Chicago,No,5-6
3926,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Zaim,Java,Denver,Yes,8-9
3927,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Application Security F/P Analysis,ML,NYC,Yes,10-11
3928,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,Oracle,Boston,No,3-4
3929,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Odin,Python,NYC,Yes,10-11
3930,No,2020-12-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Zaim,Oracle,Boston,No,5-6
3931,No,2020-02-01 00:00:00,2020-07-15 00:00:00,G,AT&T Application Scanning,Cloud,DC,Yes,4-5
3932,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,E,iDefense- Zaim,ML,NYC,No,6-7
3933,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,D,Application Security F/P Analysis,ML,Denver,Yes,5-6
3934,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Avande,Java,DC,No,9-10
3935,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,A,Journey2Cloud,Python,Denver,No,9-10
3936,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Journey2Cloud,ML,DC,No,2-3
3937,No,2020-01-01 00:00:00,2020-09-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Boston,No,8-9
3938,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,NYC,Yes,4-5
3939,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Odin,Cloud,Boston,Yes,5-6
3940,No,2020-03-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Zaim,Java,Boston,Yes,1-2
3941,No,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,ML,NYC,Yes,7-8
3942,No,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,DC,No,8-9
3943,No,2020-06-01 00:00:00,2020-12-15 00:00:00,D,Cloud Security Enablement Phase 1,ML,Boston,Yes,3-4
3944,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,C,AT&T Application Scanning,Cloud,Denver,No,8-9
3945,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Chevron Cloud Security,Oracle,DC,Yes,1-2
3946,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,A,Journey2Cloud,Cloud,Chicago,Yes,4-5
3947,No,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Journey2Cloud,Python,Denver,No,3-4
3948,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,ML,NYC,No,3-4
3949,No,2020-06-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Odin,Python,Denver,Yes,5-6
3950,No,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes,3-4
3951,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,D,Cyber Integration,ML,Chicago,Yes,2-3
3952,No,2020-10-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,ML,DC,Yes,6-7
3953,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,E,Avande,Cloud,DC,Yes,6-7
3954,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Avande,ML,Chicago,No,2-3
3955,No,2020-03-01 00:00:00,2020-12-15 00:00:00,E,Avande,ML,Denver,No,8-9
3956,No,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Java,DC,Yes,4-5
3957,No,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Chevron Cloud Security,ML,Chicago,No,2-3
3958,No,2020-03-01 00:00:00,2020-08-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,Denver,Yes,4-5
3959,No,2020-04-01 00:00:00,2020-06-15 00:00:00,E,Application Security F/P Analysis,Oracle,Chicago,No,10-11
3960,No,2020-03-01 00:00:00,2020-05-15 00:00:00,H,iDefense- Odin,Java,DC,Yes,7-8
3961,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,G,Chevron Cloud Security,Oracle,Denver,Yes,10-11
3962,No,2020-05-01 00:00:00,2020-08-15 00:00:00,E,Application Security F/P Analysis,ML,NYC,No,4-5
3963,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Oracle,DC,Yes,9-10
3964,No,2020-08-01 00:00:00,2020-08-15 00:00:00,A,Application Security F/P Analysis,Java,Boston,No,9-10
3965,No,2020-03-01 00:00:00,2020-11-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,DC,Yes,5-6
3966,No,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,Java,Denver,Yes,5-6
3967,No,2020-03-01 00:00:00,2020-08-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Chicago,Yes,4-5
3968,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,Chicago,No,2-3
3969,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Journey2Cloud,Cloud,NYC,Yes,6-7
3970,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,F,Cyber Integration,Java,Boston,No,2-3
3971,No,2020-10-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Python,DC,Yes,8-9
3972,No,2020-02-01 00:00:00,2020-08-15 00:00:00,D,Cyber Integration,Python,Denver,Yes,10-11
3973,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Application Security F/P Analysis,Python,NYC,Yes,10-11
3974,No,2020-07-01 00:00:00,2020-09-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,NYC,Yes,6-7
3975,No,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Cloud Security Enablement Phase 1,Python,DC,No,10-11
3976,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,H,iDefense- Odin,Java,DC,Yes,8-9
3977,No,2020-01-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Zaim,Oracle,Boston,Yes,4-5
3978,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Application Security F/P Analysis,Python,NYC,Yes,6-7
3979,No,2020-04-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Odin,Java,Boston,Yes,4-5
3980,No,2020-07-01 00:00:00,2020-11-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,Chicago,Yes,7-8
3981,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Chevron Cloud Security,Java,NYC,No,6-7
3982,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Application Security F/P Analysis,Cloud,Chicago,No,5-6
3983,No,2020-07-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Zaim,Cloud,Denver,Yes,3-4
3984,No,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Chevron Cloud Security,Cloud,Chicago,No,7-8
3985,No,2020-07-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,Python,Boston,No,2-3
3986,No,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Application Security F/P Analysis,Java,Denver,No,6-7
3987,No,2020-07-01 00:00:00,2020-12-15 00:00:00,C,Avande,Cloud,Chicago,No,8-9
3988,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,Denver,No,9-10
3989,No,2020-07-01 00:00:00,2020-09-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Oracle,NYC,Yes,10-11
3990,No,2020-02-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Zaim,ML,Chicago,No,5-6
3991,No,2020-02-01 00:00:00,2020-03-15 00:00:00,D,Application Security F/P Analysis,ML,Denver,Yes,9-10
